6.436569166666666897e-02,5.627282583333332866e-01,5.842943250000000033e-01,2.131194416666666591e-01,5.308174749999999831e-01,7.583329083333333331e-01,6.490565583333333111e-01,6.260574249999999452e-01,6.300479416666666665e-01,6.042028916666666305e-01,2.787544166666666712e-01,3.827936083333333128e-01,3.000615388888888679e-01,2.787420583333333202e-01,3.659553055555555545e-01,2.777128166666666398e-01,2.703019166666666417e-01,2.780392250000000010e-01,3.942981749999999730e-01,3.460566833333333370e-01,3.795526666666666493e-01,3.736426583333333218e-01,4.527701166666666666e-01,4.009486999999999912e-01,3.922349083333333541e-01,4.491581583333333350e-01,4.806200861111111222e-01,4.429095499999999852e-01,4.342345499999999969e-01,4.854730611111111038e-01,4.418205166666666628e-01,3.401531416666666585e-01,4.389652416666666723e-01,4.393922249999999696e-01,4.821135249999999872e-01,4.142118666666666504e-01,6.705460000000000587e-02,6.842160833333334191e-02,2.848390194444444523e-01,2.853975583333333566e-01,3.452620249999999724e-01,2.899199583333333385e-01,3.832257861111111330e-01,6.951230694444444635e-01,2.672909861111111285e-01,4.078891166666666623e-01,3.799542888888888803e-01,3.834259749999999745e-01,4.119147916666666687e-01,4.025539916666666662e-01,2.771823416666666651e-01,2.729211750000000158e-01,2.813307833333333341e-01,2.797535888888889044e-01,2.780411500000000147e-01,2.761106500000000130e-01,3.813916694444444144e-01,4.199045249999999729e-01,2.652410083333333612e-01,2.667757666666666916e-01,2.669949916666666812e-01,2.719049000000000049e-01,2.662945083333333463e-01,4.013365138888889128e-01,4.529467916666666816e-01,4.404671583333333307e-01
5.627282583333332866e-01,2.799393333333333525e-02,2.799393333333333525e-02,5.544218888888888808e-01,3.833865000000000883e-02,4.278546666666666609e-01,1.349330499999999988e-01,9.529133333333333900e-02,9.928184999999999094e-02,6.066964999999999164e-02,3.543919333333333532e-01,2.877244166666667047e-01,3.506940361111111071e-01,3.512528500000000053e-01,4.664691972222222427e-01,3.485879833333333511e-01,3.567600583333333519e-01,3.489888500000000171e-01,2.801130166666666588e-01,3.250449902777777789e-01,2.932897749999999748e-01,4.718064916666666608e-01,3.801386916666666949e-01,2.893573083333333407e-01,2.780497499999999844e-01,3.647257500000000152e-01,1.308003000000000082e-01,3.483808583333333209e-01,2.821498527777777654e-01,9.529363333333330799e-02,3.456414916666666892e-01,5.589196250000000310e-01,2.210259166666666830e-01,2.193197083333333353e-01,1.627037000000000067e-01,5.523913583333333044e-01,5.680079749999999983e-01,5.693749833333333621e-01,4.339367444444444666e-01,4.439433833333333301e-01,4.745640694444444585e-01,4.356725166666666760e-01,5.049616361111111118e-01,3.061878000000000100e-01,3.712253944444444675e-01,5.224791250000000442e-01,5.089926138888889451e-01,5.041702333333333286e-01,5.224782333333333195e-01,5.263010916666667205e-01,3.890880250000000040e-01,3.838938333333333230e-01,3.917289416666666635e-01,4.161191805555555789e-01,4.312205083333333633e-01,4.312347833333333158e-01,5.397242388888888742e-01,5.497889083333333815e-01,3.577235833333333170e-01,3.621446333333333545e-01,3.645637583333333209e-01,3.500976583333333392e-01,3.589832166666666602e-01,4.623876166666666676e-01,3.803153666666666544e-01,3.688668999999999976e-01
5.842943250000000033e-01,2.799393333333333525e-02,0.000000000000000000e+00,5.759879555555555974e-01,6.633258333333333367e-02,4.494207333333333221e-01,1.069391166666666532e-01,6.729740000000000721e-02,7.128791666666667304e-02,3.267571666666665986e-02,3.767511500000000346e-01,3.076565666666666865e-01,3.718397194444444387e-01,3.736120666666666867e-01,4.880352638888889039e-01,3.709471999999999769e-01,3.785279416666667007e-01,3.713480666666666430e-01,3.000451666666666406e-01,3.449771402777777607e-01,3.132219250000000121e-01,4.933725583333333220e-01,4.024979083333333207e-01,3.092894583333333225e-01,2.979819000000000218e-01,3.870849666666666966e-01,1.587942333333333400e-01,3.707400750000000023e-01,3.055954194444444605e-01,1.232875666666666814e-01,3.667871750000000208e-01,5.804856916666666367e-01,2.490198500000000148e-01,2.473136416666666670e-01,1.906976333333333384e-01,5.739574250000000211e-01,5.895740416666667150e-01,5.909410499999999677e-01,4.555028111111111278e-01,4.655094499999999913e-01,4.944962194444444403e-01,4.566939444444444440e-01,5.248937861111111491e-01,3.038522777777777906e-01,3.927914611111111287e-01,5.433291416666666818e-01,5.289247638888888714e-01,5.241023833333333659e-01,5.442461166666666683e-01,5.480689749999999583e-01,4.108559083333333528e-01,4.056617166666666718e-01,4.134968250000000123e-01,4.376852472222222401e-01,4.527865750000000244e-01,4.528008500000000325e-01,5.614921222222222230e-01,5.713549749999999872e-01,3.793905583333333498e-01,3.837107000000000157e-01,3.861298250000000376e-01,3.721612083333333265e-01,3.805492833333333214e-01,4.847468333333333490e-01,4.026745833333333358e-01,3.912261166666666790e-01
2.131194416666666591e-01,5.544218888888888808e-01,5.759879555555555974e-01,9.487831666666667052e-02,5.346675027777777478e-01,7.359601500000000351e-01,6.202440555555555068e-01,5.985576222222221965e-01,6.025481388888889178e-01,5.862998055555554977e-01,2.474624166666666569e-01,3.445138333333333525e-01,2.670378583333333222e-01,2.460340416666666752e-01,3.240466472222222061e-01,2.429766333333333306e-01,2.385493250000000065e-01,2.441401166666666567e-01,3.560184000000000126e-01,3.139446097222222121e-01,3.412886333333333133e-01,3.268369250000000004e-01,4.119229083333333374e-01,3.588126333333333529e-01,3.594556833333333312e-01,4.058746500000000035e-01,4.909255000000000146e-01,3.847784916666666666e-01,4.028187500000000032e-01,5.187542111111110854e-01,3.831968250000000187e-01,1.626110861111111083e-01,4.176824000000000092e-01,4.159761916666666615e-01,4.657093166666666506e-01,2.651164194444444178e-01,2.706607416666666488e-01,2.720277500000000126e-01,2.378203027777777701e-01,2.379412666666666787e-01,3.045576249999999985e-01,2.370331000000000243e-01,3.506561361111111275e-01,6.880757574074073402e-01,2.379544361111111117e-01,3.592521666666666502e-01,3.372489638888888641e-01,3.517810166666666682e-01,3.637412500000000160e-01,3.402549916666666729e-01,2.449240083333333318e-01,2.440003500000000047e-01,2.464415166666666657e-01,2.401430999999999982e-01,2.348510749999999925e-01,2.334756000000000054e-01,2.574772194444444606e-01,2.832872861111110918e-01,2.341137583333333383e-01,2.361966500000000080e-01,2.372246249999999945e-01,2.390895333333333261e-01,2.351232333333333202e-01,3.555465749999999758e-01,4.120995833333333525e-01,3.996199500000000016e-01
5.308174749999999831e-01,3.833865000000000883e-02,6.633258333333333367e-02,5.346675027777777478e-01,1.034471666666665277e-02,3.959438833333333019e-01,1.732717000000000007e-01,1.336299833333333409e-01,1.376205000000000067e-01,9.900829999999999353e-02,3.288812500000000139e-01,2.716445000000000110e-01,3.263968861111111175e-01,3.257421666666666660e-01,4.425338138888889050e-01,3.251515999999999851e-01,3.339150083333333185e-01,3.245153166666666644e-01,2.640331000000000206e-01,3.019613736111110835e-01,2.753707333333333396e-01,4.478711083333333232e-01,3.559201583333333474e-01,2.732773916666667025e-01,2.619698333333333462e-01,3.405072166666666678e-01,9.246165000000002021e-02,3.228701750000000370e-01,2.483595694444444557e-01,5.695498333333333385e-02,3.212666166666666712e-01,5.388196916666666558e-01,1.826872666666666534e-01,1.809810583333333611e-01,1.243650499999999909e-01,5.322914250000000402e-01,5.360971916666666948e-01,5.374641999999999475e-01,4.133343277777777880e-01,4.236862499999999865e-01,4.531240361111111281e-01,4.185033222222222515e-01,4.839523194444444454e-01,3.050750833333333301e-01,3.485821611111111218e-01,5.029380416666666687e-01,4.879832972222222232e-01,4.831609166666666622e-01,5.020192833333333438e-01,5.058421416666666337e-01,3.662429750000000261e-01,3.610487833333333452e-01,3.688838916666666856e-01,3.934759472222222332e-01,4.085772750000000175e-01,4.085915499999999700e-01,5.192652888888888985e-01,5.296889750000000063e-01,3.349794416666666552e-01,3.395014000000000087e-01,3.419205249999999752e-01,3.269569416666666672e-01,3.363399833333333144e-01,4.381690833333333202e-01,3.560968333333333624e-01,3.446483666666666501e-01
7.583329083333333331e-01,4.278546666666667164e-01,4.494207333333333221e-01,7.359601500000000351e-01,3.959438833333333574e-01,0.000000000000000000e+00,4.097012833333333326e-01,4.408453999999999984e-01,4.448359166666666642e-01,4.441600833333333442e-01,5.403623833333333071e-01,5.006772999999999918e-01,5.374800361111111702e-01,5.366934666666666187e-01,6.517218972222221796e-01,5.399459166666666921e-01,5.499990083333333724e-01,5.366011833333332870e-01,4.930659000000000014e-01,5.231988402777777436e-01,5.025644083333333789e-01,6.562460916666666977e-01,5.539631750000000299e-01,4.935195416666666723e-01,4.962674333333333410e-01,5.421266166666667274e-01,4.202445777777777947e-01,5.525512416666666926e-01,5.077767916666666714e-01,3.921304444444445036e-01,5.500768083333333891e-01,7.148225083333333840e-01,4.506701166666666758e-01,4.489639083333333280e-01,4.368732333333333329e-01,7.106058583333333400e-01,7.750656083333333779e-01,7.764326166666666307e-01,6.175130111111111209e-01,6.282102166666666543e-01,6.598337694444444956e-01,6.265657333333333190e-01,6.940857861111110472e-01,1.875502277777777727e-01,5.617985611111111499e-01,7.008586916666666999e-01,6.967836805555556179e-01,6.932943833333332639e-01,7.058111833333333696e-01,7.096340416666666595e-01,5.824409083333333959e-01,5.747378499999999946e-01,5.846053416666666669e-01,5.971437972222222168e-01,6.107151416666666277e-01,6.107294166666666912e-01,7.192104555555555168e-01,7.146614749999999905e-01,5.457367583333333494e-01,5.505867333333333002e-01,5.539334916666667219e-01,5.433905749999999868e-01,5.474253166666667170e-01,6.467940666666667227e-01,5.541398499999999894e-01,5.449715499999999713e-01
6.490565583333333111e-01,1.349330499999999988e-01,1.069391166666666670e-01,6.202440555555556179e-01,1.732717000000000007e-01,4.097012833333333326e-01,3.946045000000001496e-02,4.345096666666664609e-02,3.946045000000001496e-02,7.616802499999998644e-02,4.257814999999999794e-01,3.616905499999999996e-01,4.208161611111110867e-01,4.226424166666666871e-01,5.401682638888889443e-01,4.202799500000000132e-01,4.278606916666666815e-01,4.205296166666666613e-01,3.540791500000000092e-01,3.990111236111110737e-01,3.672559083333333252e-01,5.444072416666666525e-01,4.502212583333333740e-01,3.633234416666666355e-01,3.520158833333333903e-01,4.364639833333333607e-01,2.528978166666666638e-01,4.209927916666666992e-01,3.618475194444444321e-01,2.276442166666666489e-01,4.170398916666666622e-01,6.277357000000000076e-01,3.015713333333333579e-01,2.998651250000000101e-01,2.678333166666666543e-01,6.252083250000000092e-01,6.543362750000000228e-01,6.557032833333333866e-01,5.037608611111111800e-01,5.137675000000000436e-01,5.437419861111111308e-01,5.049519944444444963e-01,5.722182527777778249e-01,2.344721694444444338e-01,4.388887944444444522e-01,5.906536083333333575e-01,5.762492305555555472e-01,5.714268499999999307e-01,5.915705833333333441e-01,5.953934416666666340e-01,4.576835249999999800e-01,4.521008333333333407e-01,4.600862000000000007e-01,4.839752805555555537e-01,5.010446250000000212e-01,5.010588999999999738e-01,6.121073305555555510e-01,6.226058749999999753e-01,4.253365083333333629e-01,4.296566500000000288e-01,4.321748249999999847e-01,4.214939583333333073e-01,4.264952333333333345e-01,5.357815166666666240e-01,4.503979333333333890e-01,4.422608000000000650e-01
6.260574250000000562e-01,9.529133333333333900e-02,6.729740000000000721e-02,5.985576222222221965e-01,1.336299833333333409e-01,4.408453999999999984e-01,4.345096666666663915e-02,3.990516666666669293e-03,3.990516666666669293e-03,3.462168333333333348e-02,4.065885166666666772e-01,3.396133333333333226e-01,4.016770861111111368e-01,4.034494333333333294e-01,5.185790972222222850e-01,4.011945333333333252e-01,4.087752749999999935e-01,4.013904166666666384e-01,3.320019333333333322e-01,3.769339069444444523e-01,3.451786916666666483e-01,5.232099249999999646e-01,4.290239416666666861e-01,3.412462249999999586e-01,3.299386666666666579e-01,4.152666666666666728e-01,2.164949166666666758e-01,3.997954750000000113e-01,3.402697194444444517e-01,1.905849666666666609e-01,3.958425749999999743e-01,6.079538916666666903e-01,2.836941500000000338e-01,2.819879416666666305e-01,2.320867666666666662e-01,6.063241583333333073e-01,6.313371416666666569e-01,6.327041500000000207e-01,4.864679777777777825e-01,4.964746166666666460e-01,5.254613861111111506e-01,4.876591111111110988e-01,5.539376527777778447e-01,2.717697111111110897e-01,4.210583277777777966e-01,5.723730083333333774e-01,5.579686305555555670e-01,5.531462500000000615e-01,5.732899833333333639e-01,5.771128416666666539e-01,4.398997749999999929e-01,4.343170833333333536e-01,4.425406916666666524e-01,4.667291138888888802e-01,4.837517416666666792e-01,4.837660166666666872e-01,5.932867055555555158e-01,6.037217083333332734e-01,4.074593250000000388e-01,4.117794666666666492e-01,4.142976416666666606e-01,4.024085416666666748e-01,4.086180500000000104e-01,5.145842000000000471e-01,4.292006166666667011e-01,4.210634833333333216e-01
6.300479416666666665e-01,9.928184999999999094e-02,7.128791666666667304e-02,6.025481388888889178e-01,1.376205000000000067e-01,4.448359166666666642e-01,3.946045000000000802e-02,3.990516666666669293e-03,0.000000000000000000e+00,3.861220000000000624e-02,4.105790333333333431e-01,3.436038500000000440e-01,4.056676027777778026e-01,4.074399499999999952e-01,5.225696138888888953e-01,4.051850499999999911e-01,4.127657916666666593e-01,4.053809333333333598e-01,3.359924499999999981e-01,3.809244236111111181e-01,3.491692083333333141e-01,5.272004416666666859e-01,4.330144583333333519e-01,3.452367416666666244e-01,3.339291833333333237e-01,4.192571833333333386e-01,2.204854333333333138e-01,4.037859916666666771e-01,3.442602361111111176e-01,1.945754833333333267e-01,3.998330916666666401e-01,6.119444083333333007e-01,2.876846666666666996e-01,2.859784583333333519e-01,2.360772833333333320e-01,6.103146750000000287e-01,6.353276583333333782e-01,6.366946666666666310e-01,4.904584944444444483e-01,5.004651333333333119e-01,5.294519027777777609e-01,4.916496277777777646e-01,5.579281694444444550e-01,2.717697111111110897e-01,4.250488444444444625e-01,5.763635249999999877e-01,5.619591472222221773e-01,5.571367666666666718e-01,5.772804999999999742e-01,5.811033583333333752e-01,4.438902916666666587e-01,4.383076000000000194e-01,4.465312083333333182e-01,4.707196305555555460e-01,4.877422583333333450e-01,4.877565333333333530e-01,5.972772222222222371e-01,6.077122249999999948e-01,4.114498416666666492e-01,4.157699833333333150e-01,4.182881583333333264e-01,4.063990583333333406e-01,4.126085666666666762e-01,5.185747166666666574e-01,4.331911333333333114e-01,4.250540000000000429e-01
6.042028916666666305e-01,6.066964999999999164e-02,3.267571666666665986e-02,5.862998055555556087e-01,9.900829999999999353e-02,4.441600833333333442e-01,7.616802499999998644e-02,3.462168333333333348e-02,3.861220000000000624e-02,3.063116666666667112e-02,3.906968499999999844e-01,3.226619666666666886e-01,3.857854194444444440e-01,3.875577666666666365e-01,5.023341972222222784e-01,3.850978833333333351e-01,3.926786250000000034e-01,3.853962583333333525e-01,3.150505666666666982e-01,3.599825402777778183e-01,3.282273250000000142e-01,5.073182583333333273e-01,4.147879416666666597e-01,3.242948583333333246e-01,3.129873000000000238e-01,4.002028333333333410e-01,1.866715916666666641e-01,3.842947916666666908e-01,3.219595861111110846e-01,1.559632833333333413e-01,3.803418916666666538e-01,5.932468083333333198e-01,2.653840166666666667e-01,2.636778083333333189e-01,2.104192166666666586e-01,5.891678083333333760e-01,6.094826083333333422e-01,6.108496166666667060e-01,4.700124111111111391e-01,4.800190500000000027e-01,5.090058194444444517e-01,4.712035444444444554e-01,5.384427361111111532e-01,2.888332694444444293e-01,4.059519111111111189e-01,5.568780916666666858e-01,5.424737138888888754e-01,5.376513333333333700e-01,5.577950666666666724e-01,5.616179249999999623e-01,4.244048583333333569e-01,4.190164166666666690e-01,4.270457750000000163e-01,4.512341972222222442e-01,4.672961750000000358e-01,4.673104499999999883e-01,5.764164305555555812e-01,5.865653583333333421e-01,3.924519583333333506e-01,3.967721000000000164e-01,3.992407500000000331e-01,3.863118916666666847e-01,3.936106833333333221e-01,4.986925333333333543e-01,4.149646166666666747e-01,4.051718166666666843e-01
