0.000000000000000000e+00,2.072925567928780577e-01,9.035401308457270686e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.949109859659592714e-01,1.861999117974407758e-01,3.834746938530991800e-01,3.596774451060577582e-01,3.211720145826221229e-01,4.058891456596880332e-01,2.953931776959426436e-01,4.105741412966566473e-01,3.245388793000160144e-01,3.071846254574965296e-01,3.159033269244245767e-01,3.229594845632333677e-01,2.613347682733020427e-01,2.695225094551184086e-01,2.510882075514351275e-01,2.590204095108054050e-01,3.666397321068617932e-01,3.415206459358626212e-01,3.104673826672362802e-01,4.559466247355994373e-01,3.216705818090980773e-01,3.171641695094188917e-01,3.074354785657607558e-01,3.208512065024990978e-01,3.669414825377017575e-01,3.597199309714186888e-01,3.429806413090901729e-01,3.658320037956111492e-01,2.535718786806011593e-01,2.532683739004821244e-01,5.356848489780785538e-01,5.188542931211045373e-01,5.256549280212861053e-01,5.384615199851701117e-01,5.374220503760570589e-01,5.819999807845768758e-02,3.280486681451237618e-02,5.768746905751740567e-02,6.860658371255533294e-02,2.475867265509671677e-01,2.188968001799467544e-01,2.332199246604709786e-01,4.043456008738118834e-01,3.989724340628411636e-01,3.939927006824865408e-01,4.461530935135513132e-01,4.524900150445457792e-01,4.506960386651986950e-01,3.800352603011621366e-01,3.604216895217167704e-01,4.764803575990215201e-01,4.811354633629701949e-01,4.926396876476478170e-01,3.657808121191293699e-02,1.366708333050753454e-01,4.505978327828679131e-01,4.289523558296955419e-01,4.435955842957998718e-01,4.457467579625321030e-01,4.458681824809597183e-01,4.969871135156763153e-01,4.962396830133399273e-01,4.975127872046381516e-01,3.306681541664688306e-01,4.998329105940277350e-01,4.989176771718513703e-01,3.116799535664954712e-01,3.116799535664954712e-01,2.889837980074735913e-01,3.049293776689656621e-01,2.973383813379811280e-01,4.436728368896936114e-01,4.306974412026894905e-01
2.072925567928780577e-01,4.600811597298988531e-02,1.430462987139230202e-01,2.072925567928780577e-01,2.072925567928780577e-01,3.288555322333068243e-01,2.815691879562249311e-01,2.984224773540588016e-01,2.753502575996997215e-01,2.387163739517232930e-01,3.238773954285377732e-01,2.121769242173859316e-01,3.317503003822738217e-01,2.461457746980352246e-01,2.293558114220994870e-01,2.370276538194608928e-01,2.436765292650891479e-01,1.783836593738484522e-01,1.886432470221745539e-01,1.613238465659778131e-01,1.586735146101265759e-01,2.917154705442636109e-01,2.624466866205646398e-01,2.312092943870618644e-01,3.715920552514996866e-01,2.458291935400008232e-01,2.411607123345683446e-01,2.304656504533709183e-01,2.458739471078527361e-01,2.934064677983420077e-01,2.856348182334017549e-01,2.665333314117909747e-01,2.922969890562513995e-01,1.440444834216112191e-01,1.437409786414921564e-01,4.370549157008090102e-01,4.197348281048543517e-01,4.267778363659791019e-01,4.398315867079006236e-01,4.387921170987875152e-01,2.430585202880956586e-01,2.248220242091722720e-01,2.425459912671553975e-01,2.488251181748512564e-01,1.346697165499047000e-01,5.535649696057220320e-02,9.888745291279435468e-02,3.294814016370032350e-01,3.241082348260325707e-01,3.191285014456779479e-01,3.725823748228224153e-01,3.789192963538168812e-01,3.771253199744697970e-01,3.058356533130779931e-01,2.857474969085774807e-01,4.013751602227179638e-01,4.029314258069911503e-01,4.086826654843529472e-01,1.837019751005795065e-01,9.703544171736146196e-02,3.754432687242992839e-01,3.556998972916802781e-01,3.693594750685537664e-01,3.708452581987687902e-01,3.711528745142453345e-01,4.124070595203377376e-01,4.116596290180014051e-01,4.182695979417643817e-01,2.537747709408548769e-01,4.152528565986892128e-01,4.143376231765127926e-01,3.469739311703548545e-01,3.469739311703548545e-01,2.086832871598021943e-01,2.264842289415918419e-01,2.167294629515341409e-01,3.614137092811999241e-01,3.517261572394293490e-01
9.035401308457272074e-02,1.430462987139230202e-01,1.844009478855122494e-02,9.035401308457272074e-02,9.035401308457272074e-02,2.453808454447013454e-01,1.907726031774020226e-01,3.478941026736565023e-01,3.317508655417731323e-01,2.952682256403068028e-01,3.701263187996916004e-01,2.712498959164588719e-01,3.783222689232354496e-01,2.897501754820244746e-01,2.720628448885843986e-01,2.806025886000546588e-01,2.876587462388635053e-01,2.369292030346804023e-01,2.456415111347724223e-01,2.242390127341737927e-01,2.303401756251982346e-01,3.338588987000577490e-01,3.051882089454951985e-01,2.742318917244824239e-01,4.274090653655940875e-01,2.911775140555166730e-01,2.852157312711793291e-01,2.730832050421269641e-01,2.903581387489176935e-01,3.360402989806782759e-01,3.288187474143952627e-01,3.119077834896564205e-01,3.349308202385876676e-01,2.239777536266284730e-01,2.236742488465093825e-01,4.992275823833001169e-01,4.823922415092319893e-01,4.891940726636870296e-01,5.020042533903917858e-01,5.009647837812786220e-01,1.356611546660698442e-01,1.135087673193128505e-01,1.351486256451295276e-01,1.447531086598259353e-01,2.164661198183350788e-01,1.859430279663526198e-01,2.011791464245372418e-01,3.736299309224382359e-01,3.682567641114674606e-01,3.632770307311128377e-01,4.146569100356501947e-01,4.209938315666446607e-01,4.191998551872975765e-01,3.492268335469635998e-01,3.295205059646932888e-01,4.478698926536046065e-01,4.525249984175533369e-01,4.633638321657136960e-01,5.692380199373199556e-02,5.833663245191056390e-02,4.197074437722813633e-01,3.976510770244577886e-01,4.117667055496401218e-01,4.135851839481137771e-01,4.137066084665413368e-01,4.648926804497764409e-01,4.641452499474401083e-01,4.668312316935417927e-01,2.997993542487560337e-01,4.677384775281279161e-01,4.668232441059515514e-01,2.639061309632804164e-01,2.639061309632804164e-01,2.522229983746012150e-01,2.691912624080767813e-01,2.605636152009819795e-01,4.153069517820985324e-01,3.947523786621393027e-01
0.000000000000000000e+00,2.072925567928780577e-01,9.035401308457270686e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.949109859659592714e-01,1.861999117974407758e-01,3.834746938530991800e-01,3.596774451060577582e-01,3.211720145826221229e-01,4.058891456596880332e-01,2.953931776959426436e-01,4.105741412966566473e-01,3.245388793000160144e-01,3.071846254574965296e-01,3.159033269244245767e-01,3.229594845632333677e-01,2.613347682733020427e-01,2.695225094551184086e-01,2.510882075514351275e-01,2.590204095108054050e-01,3.666397321068617932e-01,3.415206459358626212e-01,3.104673826672362802e-01,4.559466247355994373e-01,3.216705818090980773e-01,3.171641695094188917e-01,3.074354785657607558e-01,3.208512065024990978e-01,3.669414825377017575e-01,3.597199309714186888e-01,3.429806413090901729e-01,3.658320037956111492e-01,2.535718786806011593e-01,2.532683739004821244e-01,5.356848489780785538e-01,5.188542931211045373e-01,5.256549280212861053e-01,5.384615199851701117e-01,5.374220503760570589e-01,5.819999807845768758e-02,3.280486681451237618e-02,5.768746905751740567e-02,6.860658371255533294e-02,2.475867265509671677e-01,2.188968001799467544e-01,2.332199246604709786e-01,4.043456008738118834e-01,3.989724340628411636e-01,3.939927006824865408e-01,4.461530935135513132e-01,4.524900150445457792e-01,4.506960386651986950e-01,3.800352603011621366e-01,3.604216895217167704e-01,4.764803575990215201e-01,4.811354633629701949e-01,4.926396876476478170e-01,3.657808121191293699e-02,1.366708333050753454e-01,4.505978327828679131e-01,4.289523558296955419e-01,4.435955842957998718e-01,4.457467579625321030e-01,4.458681824809597183e-01,4.969871135156763153e-01,4.962396830133399273e-01,4.975127872046381516e-01,3.306681541664688306e-01,4.998329105940277350e-01,4.989176771718513703e-01,3.116799535664954712e-01,3.116799535664954712e-01,2.889837980074735913e-01,3.049293776689656621e-01,2.973383813379811280e-01,4.436728368896936114e-01,4.306974412026894905e-01
0.000000000000000000e+00,2.072925567928780577e-01,9.035401308457270686e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.949109859659592714e-01,1.861999117974407758e-01,3.834746938530991800e-01,3.596774451060577582e-01,3.211720145826221229e-01,4.058891456596880332e-01,2.953931776959426436e-01,4.105741412966566473e-01,3.245388793000160144e-01,3.071846254574965296e-01,3.159033269244245767e-01,3.229594845632333677e-01,2.613347682733020427e-01,2.695225094551184086e-01,2.510882075514351275e-01,2.590204095108054050e-01,3.666397321068617932e-01,3.415206459358626212e-01,3.104673826672362802e-01,4.559466247355994373e-01,3.216705818090980773e-01,3.171641695094188917e-01,3.074354785657607558e-01,3.208512065024990978e-01,3.669414825377017575e-01,3.597199309714186888e-01,3.429806413090901729e-01,3.658320037956111492e-01,2.535718786806011593e-01,2.532683739004821244e-01,5.356848489780785538e-01,5.188542931211045373e-01,5.256549280212861053e-01,5.384615199851701117e-01,5.374220503760570589e-01,5.819999807845768758e-02,3.280486681451237618e-02,5.768746905751740567e-02,6.860658371255533294e-02,2.475867265509671677e-01,2.188968001799467544e-01,2.332199246604709786e-01,4.043456008738118834e-01,3.989724340628411636e-01,3.939927006824865408e-01,4.461530935135513132e-01,4.524900150445457792e-01,4.506960386651986950e-01,3.800352603011621366e-01,3.604216895217167704e-01,4.764803575990215201e-01,4.811354633629701949e-01,4.926396876476478170e-01,3.657808121191293699e-02,1.366708333050753454e-01,4.505978327828679131e-01,4.289523558296955419e-01,4.435955842957998718e-01,4.457467579625321030e-01,4.458681824809597183e-01,4.969871135156763153e-01,4.962396830133399273e-01,4.975127872046381516e-01,3.306681541664688306e-01,4.998329105940277350e-01,4.989176771718513703e-01,3.116799535664954712e-01,3.116799535664954712e-01,2.889837980074735913e-01,3.049293776689656621e-01,2.973383813379811280e-01,4.436728368896936114e-01,4.306974412026894905e-01
2.949109859659592714e-01,3.288555322333068243e-01,2.453808454447013454e-01,2.949109859659592714e-01,2.949109859659592714e-01,9.911279848898956607e-03,1.516052295903949632e-01,5.057033000228323694e-01,4.952587215413933319e-01,4.587760816399270025e-01,5.348586917574876809e-01,4.344954684569412029e-01,5.508570078647595514e-01,4.568479246212865386e-01,4.407865720363600137e-01,4.482224886007328268e-01,4.541748190924441708e-01,3.999124921160249202e-01,4.091493671343925942e-01,3.845133439809382270e-01,3.861198993413254010e-01,5.009873077421576060e-01,4.786680076017719165e-01,4.482369990708777174e-01,5.854430054541658324e-01,4.577727940129262540e-01,4.517714076766744524e-01,4.418069321899025792e-01,4.569534187063272190e-01,5.025205972379523933e-01,4.952990456716693801e-01,4.782164074845202117e-01,5.014111184958618406e-01,3.787537116850117069e-01,3.784502069048926165e-01,6.483387207162604193e-01,6.314985948250980696e-01,6.383016222338266932e-01,6.511153917233520882e-01,6.500759221142389244e-01,2.982229195348510831e-01,2.967259674400308800e-01,2.982229195348510831e-01,2.886829565414951171e-01,3.720239619150316202e-01,3.420085669702703224e-01,3.568050549184323961e-01,5.404119325139273844e-01,5.348821388122154685e-01,5.299024054318608457e-01,5.821158526109238007e-01,5.867178616399119084e-01,5.867383580910869867e-01,5.157796700259745792e-01,4.960008042219674618e-01,6.148173093660491695e-01,6.194724151299978443e-01,6.306701251602225833e-01,2.773806119396348691e-01,2.844581137688678152e-01,5.863027237296908334e-01,5.645897055066879666e-01,5.789654910783920139e-01,5.805238124303440106e-01,5.806452369487715703e-01,6.278835850553742270e-01,6.271361545530378390e-01,6.301298680013472930e-01,4.661654690936875567e-01,6.307293821337256468e-01,6.298141487115492820e-01,2.602934618958160570e-02,2.602934618958160223e-02,4.267534144111150285e-01,4.379149895558523409e-01,4.327159954832451860e-01,5.729444748688641287e-01,5.662628507850817616e-01
1.861999117974407758e-01,2.815691879562249311e-01,1.907726031774020226e-01,1.861999117974407758e-01,1.861999117974407758e-01,1.516052295903949632e-01,1.230390535261305651e-01,4.594746117165852128e-01,4.433218280988259763e-01,4.061649246567032301e-01,4.862095854442040066e-01,3.814723313921987713e-01,4.979408884608746422e-01,4.094552361650837802e-01,3.935780431578399519e-01,4.011829989284574904e-01,4.072148897486848051e-01,3.471516385104203573e-01,3.558639466105123494e-01,3.334257981370835067e-01,3.367220626588568466e-01,4.535436207056354752e-01,4.277012057301143866e-01,3.969077086060227022e-01,5.351819347331202570e-01,4.092367101801803186e-01,4.037072461548431024e-01,3.943717272555326558e-01,4.084173348735812836e-01,4.544446003342729190e-01,4.472230487679898503e-01,4.302548600891142883e-01,4.533351215921823107e-01,3.293722764021794758e-01,3.290687716220604409e-01,6.051741576674434242e-01,5.895093406108293799e-01,5.957263086079819248e-01,6.079508286745350931e-01,6.069113590654219292e-01,1.532022455293999552e-01,1.693396332604654164e-01,1.537147745503402441e-01,1.427956598953022960e-01,3.226425266321993890e-01,2.934650418707834274e-01,3.075658537977587481e-01,4.924098843759018296e-01,4.870367175649311098e-01,4.820569841845764869e-01,5.339916617309402591e-01,5.403285832619347806e-01,5.385346068825876964e-01,4.678189609504926905e-01,4.479248073182879875e-01,5.661887418909030689e-01,5.708438476548517437e-01,5.820415576850764827e-01,1.914782519089203716e-01,2.338375380258149450e-01,5.378841671696584781e-01,5.163796009634837869e-01,5.308413001984085833e-01,5.323996215503604690e-01,5.325210460687881397e-01,5.811066967444551423e-01,5.803592662421187542e-01,5.837637729369982154e-01,4.179738782337483749e-01,5.839524938228065620e-01,5.830372604006301973e-01,1.776345757799765723e-01,1.776345757799765723e-01,3.754241239462600133e-01,3.909119055746578808e-01,3.835498082602204484e-01,5.231370459037615328e-01,5.151933264647614585e-01
3.834746938530991800e-01,2.984224773540588016e-01,3.478941026736565023e-01,3.834746938530991800e-01,3.834746938530991800e-01,5.057033000228323694e-01,4.594746117165852128e-01,1.521324598228112127e-03,1.032262483243020640e-01,1.221460481410396731e-01,5.463931426560535848e-02,1.646384222555289101e-01,9.947936094024453779e-02,7.080333042841349678e-02,8.731406958921944517e-02,7.948718981220878610e-02,7.367794357673621009e-02,1.767289783272635029e-01,1.621554010597870688e-01,1.885134652076508877e-01,2.180538247545888708e-01,3.462078551142035165e-02,5.136690653919680910e-02,8.184950000339094589e-02,1.298834137178527526e-01,7.871248329953678402e-02,8.164262336866709435e-02,8.771871672623446359e-02,7.895820758534471961e-02,6.376880426944089852e-02,6.503666896121422514e-02,7.239501738430617617e-02,6.302745629621590850e-02,2.349700635013212968e-01,2.346665587212022619e-01,2.600522800794839995e-01,2.319915245855684871e-01,2.427075703680092178e-01,2.632636152574979183e-01,2.617894814774625045e-01,4.210570799791116259e-01,4.027905315438122247e-01,4.205445509581713370e-01,4.257268728255487744e-01,2.394805166914206196e-01,2.786572884099349778e-01,2.573616027998754663e-01,1.181477471988811034e-01,1.086388232361936990e-01,1.047222113899984597e-01,1.626537021903321223e-01,1.707365568335695305e-01,1.682718067734742529e-01,8.827840830739248912e-02,7.061246193650770608e-02,1.831565161194791957e-01,1.924991112866872855e-01,2.043021212696646827e-01,3.693066091070554835e-01,3.291594820765315621e-01,1.629020332743306432e-01,1.384381106077423595e-01,1.593429766498700995e-01,1.591393002308111038e-01,1.578452545252320982e-01,2.433480091126317135e-01,2.426075865880868432e-01,2.241471531220540769e-01,7.785652804434466112e-02,2.459400919627536819e-01,2.452855807465982585e-01,5.081857560590749001e-01,5.081857560590749001e-01,1.010041330114184593e-01,8.976826765049630841e-02,9.630898569694336386e-02,1.107790657762766917e-01,9.972958059890327243e-02
3.596774451060577582e-01,2.753502575996997215e-01,3.317508655417731323e-01,3.596774451060577582e-01,3.596774451060577582e-01,4.952587215413933319e-01,4.433218280988259763e-01,1.032262483243020640e-01,4.645928986578590214e-03,4.566305313102130004e-02,1.020456348398978280e-01,1.041637537404139363e-01,9.718505356581733090e-02,1.055009587930905574e-01,1.010367144565539055e-01,1.080220858680736723e-01,1.077718897577274043e-01,1.278562172066200209e-01,1.046179889138312558e-01,1.513942626137948499e-01,1.848242405763420859e-01,1.212805393354779021e-01,9.919078108056986198e-02,8.917821287523763907e-02,1.979620160068240875e-01,1.166238840925685888e-01,1.134989618019997398e-01,1.067028411133189858e-01,1.163473444850605526e-01,1.458553745538065383e-01,1.403383581664417179e-01,1.302129252542652271e-01,1.432004247738796476e-01,2.042040166450775351e-01,2.039005118649585002e-01,3.018002096176582438e-01,2.796750488297806703e-01,2.885506880251744177e-01,3.045611762551626578e-01,3.035374110156367489e-01,3.972598312320702596e-01,3.789932827967708584e-01,3.967473022111299708e-01,4.030264291188258574e-01,2.112701493490492521e-01,2.517867588215745855e-01,2.300410720246801044e-01,1.883557951266672803e-01,1.842854010258774822e-01,1.781098749188995689e-01,2.307441963771015014e-01,2.368320097297859084e-01,2.354895157261281680e-01,1.616152074813553552e-01,1.423230570381572857e-01,2.494549743078491033e-01,2.558822083268339487e-01,2.650017067816878846e-01,3.479714871381000552e-01,3.089482268685868060e-01,2.330693473312037689e-01,2.058963137660043408e-01,2.281831831704543290e-01,2.279465438235978580e-01,2.295780462662172228e-01,2.911241559342877538e-01,2.903837334097428835e-01,2.900684850861943165e-01,1.224207180125374689e-01,2.934419103634427484e-01,2.930617275682542711e-01,5.011251972406651767e-01,5.011251972406651767e-01,8.504721483747142152e-02,1.006855455371614833e-01,9.267005790624228967e-02,1.717742438354285250e-01,1.530789936619245672e-01
3.211720145826221229e-01,2.387163739517232930e-01,2.952682256403068028e-01,3.211720145826221229e-01,3.211720145826221229e-01,4.587760816399270025e-01,4.061649246567032301e-01,1.221460481410396731e-01,4.566305313102130004e-02,2.981224836273291615e-02,1.401066050944230479e-01,6.250541611186841151e-02,1.381577985605764169e-01,1.111257981935995093e-01,1.017753567286759503e-01,1.093735188111455287e-01,1.124728841181891481e-01,8.820171145367311505e-02,6.444675076616787623e-02,1.122564892555643623e-01,1.456781664379654395e-01,1.364360024686166739e-01,1.113068776520109299e-01,9.026367940310112137e-02,2.122686519589558063e-01,1.207913184342218199e-01,1.155165364727566563e-01,1.065324525887695883e-01,1.198834744724989326e-01,1.596344270488350148e-01,1.525354303199782102e-01,1.390017253377581197e-01,1.574491813287879072e-01,1.650496417265547022e-01,1.647461369464356673e-01,3.080837871564112151e-01,2.896842496264295241e-01,2.969222614631300550e-01,3.103943852534061798e-01,3.098209885543897757e-01,3.587544007086345688e-01,3.404878522733351676e-01,3.582418716876942799e-01,3.645209985953901666e-01,1.721157744305264192e-01,2.138271734715637695e-01,1.914840918904132661e-01,1.991358664158865144e-01,1.978530273522126348e-01,1.923302745959297455e-01,2.303498634009489843e-01,2.362063499060704508e-01,2.346074760052114794e-01,1.748429044978406788e-01,1.543296139244750564e-01,2.625229855078032859e-01,2.682024993802083479e-01,2.768703859436543180e-01,3.104774519256490728e-01,2.730528159448826209e-01,2.385558710087493928e-01,2.165714160975510116e-01,2.277888501943017840e-01,2.301860519200728261e-01,2.314154151209553978e-01,2.971110859615133104e-01,2.963706634369684956e-01,2.972518420745924872e-01,1.287661145811904162e-01,2.994288403906683604e-01,2.990486575954798831e-01,4.646425573391988473e-01,4.646425573391988473e-01,8.388950679660812926e-02,1.004157313276952956e-01,9.206141644794993417e-02,1.871199749785050770e-01,1.807482914286402953e-01
