2.526531953405017905e-01,2.207025268817204289e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.148706774193548386e-01,2.147740564516129047e-01,2.143738064516129138e-01,2.144051129032258085e-01,2.143435161290322688e-01,1.002556129032258075e-01,2.143435161290322688e-01,2.178259704301075128e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.841095698924731017e-01,2.204284408602150414e-01,2.211025053763440995e-01,2.847836344086021598e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.211025053763440995e-01,2.204284408602150414e-01,2.204284408602150414e-01,0.000000000000000000e+00
2.207025268817204289e-01,3.206084838709677420e-01,2.879671935483871237e-01,2.879671935483871237e-01,2.879671935483871237e-01,2.879671935483871237e-01,2.881739354838709910e-01,2.801482688172042823e-01,2.881739354838709910e-01,2.881739354838709910e-01,2.149322741935483783e-01,2.148048548387096746e-01,2.143738064516129138e-01,2.144667096774193482e-01,2.143435161290322688e-01,1.002556129032258075e-01,2.143435161290322688e-01,2.202488225806451538e-01,2.310755483870967908e-01,2.253278709677419278e-01,2.152443548387096839e-01,2.276875806451612860e-01,2.708058225806451724e-01,2.159184193548387143e-01,2.758721290322580511e-01,2.879671935483871237e-01,2.881739354838709910e-01,2.880705645161290573e-01,2.881739354838709910e-01,2.879671935483871237e-01,2.878940967741935308e-01,2.878940967741935308e-01,2.878940967741935308e-01,2.307213548387096747e-01,2.307213548387096747e-01,0.000000000000000000e+00
2.211025053763440995e-01,2.879671935483871237e-01,5.314588709677419143e-01,3.881549677419354749e-01,4.341824838709677503e-01,3.881549677419354749e-01,3.274681612903225791e-01,3.001953010752688167e-01,3.307586612903225531e-01,3.208150000000000168e-01,2.149322741935483783e-01,2.148048548387096746e-01,2.143738064516129138e-01,2.144667096774193482e-01,2.143435161290322688e-01,1.002556129032258075e-01,2.143435161290322688e-01,2.202488225806451538e-01,2.322754838709677472e-01,2.265278064516129120e-01,2.152443548387096839e-01,2.297898387096774242e-01,2.646574032258064424e-01,2.159184193548387143e-01,2.879897096774193255e-01,5.307313225806451484e-01,3.302010967741935699e-01,4.355029677419354761e-01,3.106590322580645158e-01,3.881549677419354749e-01,3.034529354838709780e-01,3.034529354838709780e-01,3.034529354838709780e-01,2.338814193548387210e-01,2.338814193548387210e-01,0.000000000000000000e+00
2.211025053763440995e-01,2.879671935483871237e-01,3.881549677419354749e-01,5.295750465949821129e-01,4.379097903225806498e-01,5.578470967741935294e-01,2.946197741935484005e-01,2.831705053763440838e-01,2.979102741935483745e-01,3.074866451612903173e-01,2.149322741935483783e-01,2.148048548387096746e-01,2.143738064516129138e-01,2.144667096774193482e-01,2.143435161290322688e-01,1.002556129032258075e-01,2.143435161290322688e-01,2.202488225806451538e-01,2.322754838709677472e-01,2.265278064516129120e-01,2.152443548387096839e-01,2.297898387096774242e-01,2.646574032258064424e-01,2.159184193548387143e-01,2.788767096774193432e-01,3.874274193548387091e-01,2.973527096774193357e-01,3.474268225806451671e-01,3.453948709677419071e-01,5.061793010752687616e-01,2.943399354838709403e-01,2.943399354838709403e-01,2.943399354838709403e-01,2.338814193548387210e-01,2.338814193548387210e-01,0.000000000000000000e+00
2.211025053763440995e-01,2.879671935483871237e-01,4.341824838709677503e-01,4.379097903225806498e-01,4.659221370967742137e-01,4.379097903225806498e-01,3.043908064516129275e-01,2.878881182795698934e-01,3.076813064516129015e-01,3.172576774193548443e-01,2.149322741935483783e-01,2.148048548387096746e-01,2.143738064516129138e-01,2.144667096774193482e-01,2.143435161290322688e-01,1.002556129032258075e-01,2.143435161290322688e-01,2.202488225806451538e-01,2.322754838709677472e-01,2.265278064516129120e-01,2.152443548387096839e-01,2.297898387096774242e-01,2.646574032258064424e-01,2.159184193548387143e-01,2.810676129032257942e-01,4.334549354838709845e-01,3.071237419354838627e-01,3.753260967741935406e-01,3.213737903225806214e-01,4.549189193548386911e-01,2.965308387096773912e-01,2.965308387096773912e-01,2.965308387096773912e-01,2.338814193548387210e-01,2.338814193548387210e-01,0.000000000000000000e+00
2.211025053763440995e-01,2.879671935483871237e-01,3.881549677419354749e-01,5.578470967741935294e-01,4.379097903225806498e-01,6.924317741935483994e-01,2.946197741935484005e-01,2.831705053763440838e-01,2.979102741935483745e-01,3.074866451612903173e-01,2.149322741935483783e-01,2.148048548387096746e-01,2.143738064516129138e-01,2.144667096774193482e-01,2.143435161290322688e-01,1.002556129032258075e-01,2.143435161290322688e-01,2.202488225806451538e-01,2.322754838709677472e-01,2.265278064516129120e-01,2.152443548387096839e-01,2.297898387096774242e-01,2.646574032258064424e-01,2.159184193548387143e-01,2.788767096774193432e-01,3.874274193548387091e-01,2.973527096774193357e-01,3.474268225806451671e-01,3.453948709677419071e-01,4.619308709677419356e-01,2.943399354838709403e-01,2.943399354838709403e-01,2.943399354838709403e-01,2.338814193548387210e-01,2.338814193548387210e-01,0.000000000000000000e+00
2.211025053763440995e-01,2.881739354838709910e-01,3.274681612903225791e-01,2.946197741935484005e-01,3.043908064516129275e-01,2.946197741935484005e-01,3.641481935483870669e-01,3.199978602150537754e-01,3.641481935483870669e-01,3.574950322580645046e-01,2.149322741935483783e-01,2.148048548387096746e-01,2.143738064516129138e-01,2.144667096774193482e-01,2.143435161290322688e-01,1.002556129032258075e-01,2.143435161290322688e-01,2.202488225806451538e-01,2.322754838709677472e-01,2.265278064516129120e-01,2.152443548387096839e-01,2.297898387096774242e-01,2.647607741935483761e-01,2.159184193548387143e-01,2.960029677419354632e-01,3.274681612903225791e-01,3.574084838709677414e-01,3.441845806451612755e-01,3.378664193548386874e-01,2.946197741935484005e-01,3.149201290322580782e-01,3.149201290322580782e-01,3.149201290322580782e-01,2.338814193548387210e-01,2.338814193548387210e-01,0.000000000000000000e+00
2.211025053763440995e-01,2.801482688172042823e-01,3.001953010752688167e-01,2.831705053763440838e-01,2.878881182795698934e-01,2.831705053763440838e-01,3.199978602150537754e-01,3.879268028673835134e-01,3.199978602150537754e-01,3.162030752688171908e-01,2.149322741935483783e-01,2.148048548387096746e-01,2.143738064516129138e-01,2.144667096774193482e-01,2.143435161290322688e-01,1.002556129032258075e-01,2.143435161290322688e-01,2.202488225806451538e-01,2.265278064516129120e-01,2.265278064516129120e-01,2.152443548387096839e-01,2.287785806451612947e-01,2.568628440860215023e-01,2.159184193548387143e-01,3.682644946236559025e-01,3.001953010752688167e-01,3.167506666666666804e-01,3.084729838709677208e-01,3.073154408602150611e-01,2.831705053763440838e-01,3.708594408602150505e-01,3.708594408602150505e-01,3.708594408602150505e-01,2.318589032258064619e-01,2.318589032258064619e-01,0.000000000000000000e+00
2.211025053763440995e-01,2.881739354838709910e-01,3.307586612903225531e-01,2.979102741935483745e-01,3.076813064516129015e-01,2.979102741935483745e-01,3.641481935483870669e-01,3.199978602150537754e-01,4.035745887096774398e-01,4.330573225806451654e-01,2.149322741935483783e-01,2.148048548387096746e-01,2.143738064516129138e-01,2.144667096774193482e-01,2.143435161290322688e-01,1.002556129032258075e-01,2.143435161290322688e-01,2.202488225806451538e-01,2.322754838709677472e-01,2.265278064516129120e-01,2.152443548387096839e-01,2.297898387096774242e-01,2.647607741935483761e-01,2.159184193548387143e-01,2.960029677419354632e-01,3.307586612903225531e-01,3.574084838709677414e-01,3.474750806451613050e-01,3.378664193548386874e-01,2.979102741935483745e-01,3.149201290322580782e-01,3.149201290322580782e-01,3.149201290322580782e-01,2.338814193548387210e-01,2.338814193548387210e-01,0.000000000000000000e+00
2.211025053763440995e-01,2.881739354838709910e-01,3.208150000000000168e-01,3.074866451612903173e-01,3.172576774193548443e-01,3.074866451612903173e-01,3.574950322580645046e-01,3.162030752688171908e-01,4.330573225806451654e-01,5.206441774193548699e-01,2.149322741935483783e-01,2.148048548387096746e-01,2.143738064516129138e-01,2.144667096774193482e-01,2.143435161290322688e-01,1.002556129032258075e-01,2.143435161290322688e-01,2.202488225806451538e-01,2.322754838709677472e-01,2.265278064516129120e-01,2.152443548387096839e-01,2.297898387096774242e-01,2.647607741935483761e-01,2.159184193548387143e-01,2.936373709677419508e-01,3.208150000000000168e-01,3.507553225806451791e-01,3.375314193548387132e-01,3.312132580645161251e-01,3.074866451612903173e-01,3.125545322580645102e-01,3.125545322580645102e-01,3.125545322580645102e-01,2.338814193548387210e-01,2.338814193548387210e-01,0.000000000000000000e+00
