1.068344554455445336e-02,1.253766831683168249e-02,3.618869306930692226e-02,1.878069801980198142e-02,5.495512871287130258e-02,4.125559207920792004e-01,4.118369504950494808e-01,4.053598564356435396e-01,5.973177188118811154e-01,6.649310231023102258e-01,7.722113960396039811e-01,5.084699356435643525e-01,8.831977128712871217e-01,8.606972920792078652e-01,8.171800544554455037e-01,9.333317178217821475e-01,8.831977128712871217e-01,7.964235445544555203e-01,1.025394900990098945e-01,9.529472277227722665e-02,1.034095049504950431e-01,9.116708415841584534e-02,9.975192574257424338e-02,5.587828580858085203e-01,6.121707574257425621e-01,2.059096848184818473e-01,1.450407178217821835e-01,4.310229900990099061e-01,3.476255247524752678e-01,3.409059702970296812e-01,4.203694950495049376e-01,3.597254356435643508e-01,3.445597227722772549e-01,4.229744059405940448e-01,3.409059702970296812e-01,6.825215297029703088e-01,7.739143564356436300e-02,3.720694569306930988e-01,1.002166419141914122e-01,2.971317623762376181e-01,3.019879009900989786e-01,2.929479207920792083e-01,2.527626881188118624e-01,2.669997821782177927e-01,2.458192155115511701e-01,1.126074851485148465e-01,1.008056683168316869e-01,3.352461056105610071e-01,3.276151179867986540e-01,3.357188910891089062e-01,1.356747277227722814e-01,1.316901089108910849e-01,1.385490346534653527e-01,1.039247287128712838e+00
1.253766831683168249e-02,1.854222772277226532e-03,4.872636138613861689e-02,7.517608910891085058e-03,6.749279702970298334e-02,4.141254900990098964e-01,4.133264009900989855e-01,4.057311881188118696e-01,6.061493485148514715e-01,6.740896072607260869e-01,7.809136980198019273e-01,5.175869950495048943e-01,8.924520841584158148e-01,8.696756287128711849e-01,8.258823564356435609e-01,9.423902079207920890e-01,8.924520841584158148e-01,8.051258465346534665e-01,1.114063168316831859e-01,1.044898069306930549e-01,1.119480742574257282e-01,1.003621683168316875e-01,1.089470099009900855e-01,5.676919075907590484e-01,6.223938762376237666e-01,2.155407244224422370e-01,1.541313564356435739e-01,4.401664702970297105e-01,3.556011633663366256e-01,3.488816089108910945e-01,4.295129752475247420e-01,3.682849950495049596e-01,3.525353613861386126e-01,4.321178861386138492e-01,3.488816089108910945e-01,6.919293762376237389e-01,8.825781188118812792e-02,3.745103125412541645e-01,9.646208745874584878e-02,3.043957079207920691e-01,3.098691534653464918e-01,2.999169950495049197e-01,2.533807277227722587e-01,2.680647178217821502e-01,2.521596808580858218e-01,1.214220891089108773e-01,1.093442376237623581e-01,3.392349653465346337e-01,3.332551773927392436e-01,3.384581336633663562e-01,1.447653663366336718e-01,1.407807475247524753e-01,1.476396732673267431e-01,1.048109896039604028e+00
3.618869306930692226e-02,4.872636138613861689e-02,1.876643564356437685e-02,5.369481188118811754e-02,1.876643564356434563e-02,3.934211782178217987e-01,3.928274059405940655e-01,3.865848613861386229e-01,5.825320363036303739e-01,6.484041518151815175e-01,7.554513564356435396e-01,4.931685940594059403e-01,8.658856039603960442e-01,8.436612178217822722e-01,8.004200148514851731e-01,9.157947623762375811e-01,8.658856039603960442e-01,7.796635049504950787e-01,7.206168811881187575e-02,6.448866336633662932e-02,7.392915841584159209e-02,6.030930198019803651e-02,6.894586633663365993e-02,5.435578729372937401e-01,5.954091617161716421e-01,1.900177095709571218e-01,1.282352326732673353e-01,4.147870594059405724e-01,3.325574356435643253e-01,3.258378811881188497e-01,4.041335643564356039e-01,3.440734257425742681e-01,3.294916336633663123e-01,4.067384752475247667e-01,3.258378811881188497e-01,6.659620346534652624e-01,4.384233663366336048e-02,3.479441615511550956e-01,1.233239075907590770e-01,2.685924793729372873e-01,2.732384257425742313e-01,2.629910990099009749e-01,2.367732970297029282e-01,2.429470990099009686e-01,2.280194498349835119e-01,9.559539108910891647e-02,8.392985643564356002e-02,3.145850132013200962e-01,3.049792351485148822e-01,3.153868267326732644e-01,1.185263514851485345e-01,1.145417326732673241e-01,1.212609059405940631e-01,1.021485485148514893e+00
1.878069801980198142e-02,7.517608910891085058e-03,5.369481188118811754e-02,5.440594059405939355e-03,7.246124752475248398e-02,4.146727227722772358e-01,4.135245148514851699e-01,4.054134950495049683e-01,6.104167396039603677e-01,6.779577656765676252e-01,7.853524950495048840e-01,5.219412376237623219e-01,8.968908811881187715e-01,8.741144257425742525e-01,8.303211534653465176e-01,9.467589257425742533e-01,8.968908811881187715e-01,8.095646435643564232e-01,1.158451138613861287e-01,1.089286039603960532e-01,1.163868712871287264e-01,1.048009653465346441e-01,1.133858069306930699e-01,5.716307739273928101e-01,6.263049405940593894e-01,2.196165709570957192e-01,1.584299950495049736e-01,4.444651089108910824e-01,3.616516435643564176e-01,3.549320891089108865e-01,4.338116138613861139e-01,3.734595544554455415e-01,3.585858415841584046e-01,4.364165247524752211e-01,3.549320891089108865e-01,6.957824306930693314e-01,9.296143564356436351e-02,3.742125806930693410e-01,9.027196864686470867e-02,3.029243861386138326e-01,3.082167920792079352e-01,2.982646336633663631e-01,2.534802079207920666e-01,2.672882772277227481e-01,2.539285768976897728e-01,1.257908069306930554e-01,1.137830346534653425e-01,3.411652970297029963e-01,3.355696674917491573e-01,3.403884653465346077e-01,1.490640049504950715e-01,1.450793861386138472e-01,1.519383118811881150e-01,1.052408534653465288e+00
5.495512871287130258e-02,6.749279702970298334e-02,1.876643564356434563e-02,7.246124752475248398e-02,0.000000000000000000e+00,3.803560198019801941e-01,3.796510891089108775e-01,3.735463465346534617e-01,5.789958993399340059e-01,6.440612607260726152e-01,7.510481386138614379e-01,4.890905346534653586e-01,8.614823861386138315e-01,8.392579999999999485e-01,7.960167970297029605e-01,9.112496881188119069e-01,8.614823861386138315e-01,7.752602871287128661e-01,5.492487623762375842e-02,4.735185148514851894e-02,5.719147524752474232e-02,4.312076732673267992e-02,5.180905445544553567e-02,5.396094570957096215e-01,5.915297095709570740e-01,1.861545016501650329e-01,1.238320148514851643e-01,4.103838415841584153e-01,3.281542178217821681e-01,3.214346633663366370e-01,3.997303465346534468e-01,3.396702079207920555e-01,3.250884158415840997e-01,4.023352574257425540e-01,3.214346633663366370e-01,6.616191435643564711e-01,2.583899009900990362e-02,3.325709552805280467e-01,1.381762920792079241e-01,2.533951963696369769e-01,2.584482574257425114e-01,2.460814059405940224e-01,2.198636039603960313e-01,2.260374059405940439e-01,2.207725504950495132e-01,9.119217326732673157e-02,7.952663861386137512e-02,3.012173498349834944e-01,2.916115717821782249e-01,3.018011089108910694e-01,1.141231336633663218e-01,1.101385148514851670e-01,1.168576881188118921e-01,1.016798554455445647e+00
4.125559207920792004e-01,4.141254900990098964e-01,3.934211782178217987e-01,4.146727227722772358e-01,3.803560198019801941e-01,1.049309900990097119e-02,3.547336633663372013e-02,7.641652145214519742e-02,8.702574656765676986e-01,9.539614785478548464e-01,1.069184366336633607e+00,7.861265792079207282e-01,1.179159831683168180e+00,1.155099821782178182e+00,1.113375648514851601e+00,1.232668965346534584e+00,1.179159831683168180e+00,1.092619138613861285e+00,3.827078762376237564e-01,3.799338019801979938e-01,3.834947722772277245e-01,3.775293267326732538e-01,3.822749257425742675e-01,7.665508943894389082e-01,8.486490891089109034e-01,5.035631056105610570e-01,4.413613019801980175e-01,7.075298118811881309e-01,6.305021782178217293e-01,6.237826237623762538e-01,6.971681089108910934e-01,6.415743267326732280e-01,6.274363762376237164e-01,6.997730198019801451e-01,6.237826237623762538e-01,9.665962722772277749e-01,3.787867970297029707e-01,4.558548566006600522e-01,4.480660891089108810e-01,5.655843910891088511e-01,5.734038712871286636e-01,5.652760693069306397e-01,5.773431386138613286e-01,5.830378316831682506e-01,5.150058244224422488e-01,4.103801039603960366e-01,3.986444801980197905e-01,6.214142541254125129e-01,6.154192499999999733e-01,6.115499801980197603e-01,4.328109554455445429e-01,4.288585346534653508e-01,4.354581435643564702e-01,1.335132990099009875e+00
4.118369504950494808e-01,4.133264009900989855e-01,3.928274059405940655e-01,4.135245148514851699e-01,3.796510891089108775e-01,3.547336633663372013e-02,1.191146534653465469e-02,4.808251485148515997e-02,8.631531389438943380e-01,9.495864785478548287e-01,1.066954940594059265e+00,7.840248217821782495e-01,1.176930405940594060e+00,1.152870396039604062e+00,1.111146222772277259e+00,1.228172094059406083e+00,1.176930405940594060e+00,1.090389712871287164e+00,3.804784504950495250e-01,3.800804158415841405e-01,3.812653465346534376e-01,3.778750346534653359e-01,3.812335198019801696e-01,7.917945478547854243e-01,8.653539603960396231e-01,5.010503729372937087e-01,4.387934009900990029e-01,7.007654950495050272e-01,6.237378613861386256e-01,6.170183069306930390e-01,6.904037920792079897e-01,6.348100099009901243e-01,6.206720594059406126e-01,6.930087029702970414e-01,6.170183069306930390e-01,9.727716287128712613e-01,3.779561980198019588e-01,4.482519028052804888e-01,4.454481732673267191e-01,5.605286980198019853e-01,5.683481782178217978e-01,5.602203762376237739e-01,5.724244702970296972e-01,5.779821386138613848e-01,5.105160554455445698e-01,4.080366089108911076e-01,3.964150544554455591e-01,6.226205511551154981e-01,6.166255470297029584e-01,6.127562772277227454e-01,4.303533910891089165e-01,4.264009702970297244e-01,4.329454108910891219e-01,1.328368673267326772e+00
4.053598564356435396e-01,4.057311881188118696e-01,3.865848613861386229e-01,4.054134950495049683e-01,3.735463465346534617e-01,7.641652145214519742e-02,4.808251485148515997e-02,2.328344554455447080e-02,8.775342321782179100e-01,9.523338250825083007e-01,1.063691963696369758e+00,8.044562491749174260e-01,1.164881646864686537e+00,1.140821636963696317e+00,1.103490354785478633e+00,1.217251316831683194e+00,1.164881646864686537e+00,1.087126735973597436e+00,3.768171716171617169e-01,3.743029372937293764e-01,3.777028448844884645e-01,3.720975561056105718e-01,3.764784999999999937e-01,8.238632343234323363e-01,8.870627524752475734e-01,4.986850264026402857e-01,4.357529059405940708e-01,7.053119240924092814e-01,6.282842904290428798e-01,6.215647359735974042e-01,6.949502211221122439e-01,6.393564389438943785e-01,6.252184884488448668e-01,6.975551320132014066e-01,6.215647359735974042e-01,9.718647442244224832e-01,3.720150874587458412e-01,4.106974622112211093e-01,4.368080368536853553e-01,5.435399158415841203e-01,5.513593960396039328e-01,5.432315940594059089e-01,5.555727128712870666e-01,5.609933564356435198e-01,5.030430191419141828e-01,4.047225742574257490e-01,3.928978696369637147e-01,6.074179075907590875e-01,5.995525371287128147e-01,5.939580297029702916e-01,4.269445066006600786e-01,4.232900858085808515e-01,4.296169884488448831e-01,1.318575877887788739e+00
5.973177188118812264e-01,6.061493485148514715e-01,5.825320363036303739e-01,6.104167396039603677e-01,5.789958993399340059e-01,8.702574656765676986e-01,8.631531389438943380e-01,8.775342321782179100e-01,2.331425241584158259e-01,3.701948765676567610e-01,4.872870534653465091e-01,2.361612052805280582e-01,6.102642811881188178e-01,6.146322316831682731e-01,5.527233009900990313e-01,6.745610470297029870e-01,6.102642811881188178e-01,5.284571821782177992e-01,5.379126971947194580e-01,5.436988937293729673e-01,5.363634528052805273e-01,5.472044382838283649e-01,5.400428161716172015e-01,5.400080847084708369e-01,5.599438630363036129e-01,4.681127402640263835e-01,5.017407171617161987e-01,3.693358999999999948e-01,4.693349825082507865e-01,4.635891231023102077e-01,3.844031178217821587e-01,4.641101739273927329e-01,4.667560280528052497e-01,3.790546326732673332e-01,4.635891231023102077e-01,6.434215749174916343e-01,5.611967133663366969e-01,8.582231638613860847e-01,6.486209352035203768e-01,8.001270041254124887e-01,8.023528135313531262e-01,7.930535858085808743e-01,7.677918085808580484e-01,7.706576798679868334e-01,7.226059138613860622e-01,5.143081417491748297e-01,5.204096904290428371e-01,7.980944105610560113e-01,8.099137114411441019e-01,8.225008222772277611e-01,4.985227184818482038e-01,5.015577184818481582e-01,4.986784668316831537e-01,7.928102881188119344e-01
6.649310231023102258e-01,6.740896072607260869e-01,6.484041518151815175e-01,6.779577656765676252e-01,6.440612607260726152e-01,9.539614785478548464e-01,9.495864785478548287e-01,9.523338250825083007e-01,3.701948765676567610e-01,8.750299119911991719e-02,6.190049339933993977e-01,3.673150957095709379e-01,7.736206864686469009e-01,8.013489735973597927e-01,7.309544438943894606e-01,8.008700462046204338e-01,7.736206864686469009e-01,6.773065676567656679e-01,5.996743795379537723e-01,6.048909537953794935e-01,5.978205330033002918e-01,6.088504141914191647e-01,6.017178993399340259e-01,4.907124108910890792e-01,3.864215610561055891e-01,5.413760687568757168e-01,5.744875990099009844e-01,4.526430775577557353e-01,5.519563861386138637e-01,5.452368316831682771e-01,4.636273267326732617e-01,5.450329801980198230e-01,5.488905841584158507e-01,4.582788415841583807e-01,5.452368316831682771e-01,3.943265033003300890e-01,6.263760874587458449e-01,9.287995140264025951e-01,7.092078894389438615e-01,8.630931617161715641e-01,8.663951221122111468e-01,8.567054191419142262e-01,8.319413894389439124e-01,8.344188151815180587e-01,7.859683409240924012e-01,5.825665478547854548e-01,5.865601666666666603e-01,8.863949174917491458e-01,8.902826105610560647e-01,9.011232805280529057e-01,5.681675462046205105e-01,5.705661551155115641e-01,5.696042755775577726e-01,8.845360594059406001e-01
