4.440943098395610522e-01,3.113952717631462419e-01,2.871045210787662727e-01,3.115567154723307697e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,4.446738397596000647e-01,2.996909690793287950e-01,3.101722290279149696e-01,2.874809645501153477e-01,2.874809645501153477e-01,2.874809645501153477e-01,2.871045210787662727e-01,2.867259663873076847e-01,3.641267999372206354e-01,2.870535358312255592e-01,3.101597340517571189e-01,2.862921752840064671e-01,1.477623565835253783e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.882635809188443532e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.871045210787662727e-01,2.882635809188443532e-01,0.000000000000000000e+00
3.113952717631462419e-01,4.815287736896130544e-01,2.871363617249064748e-01,4.961348514700640866e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,3.125840610292551225e-01,3.258399381490063029e-01,3.862780516523356411e-01,3.337526618607828399e-01,3.355253973747107099e-01,3.337526618607828399e-01,2.863686531553175652e-01,2.863304142196619884e-01,3.006394454850221942e-01,2.881924744510770409e-01,3.534322923955402485e-01,2.862921752840064671e-01,1.477623565835253783e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.895139402571241805e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.871363617249064748e-01,2.895139402571241805e-01,0.000000000000000000e+00
2.871045210787662727e-01,2.871363617249064748e-01,3.028996789566677506e-01,2.893162611170818632e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,2.870747916527354726e-01,2.874433288202054015e-01,2.863641291122259180e-01,2.868178690912550066e-01,2.868178690912550066e-01,2.868178690912550066e-01,2.876599443120455568e-01,2.869888132909319545e-01,2.881450653518849436e-01,2.958969054740978599e-01,2.863516341360680117e-01,2.862921752840064671e-01,1.477623565835253783e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.015769349289216805e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.028996789566677506e-01,3.006089189656848126e-01,0.000000000000000000e+00
3.115567154723307697e-01,4.961348514700640866e-01,2.893162611170818632e-01,5.860620350576285498e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,3.127455047384396503e-01,3.162249678232820771e-01,3.766630813266114153e-01,3.223570712603139321e-01,3.241298067742418021e-01,3.223570712603139321e-01,2.865300968645020374e-01,2.864536189931909949e-01,2.989979072207519240e-01,2.882416644434226405e-01,3.438173220698160781e-01,2.862921752840064671e-01,1.477623565835253783e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.916938396492996244e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.893162611170818632e-01,2.916938396492996244e-01,0.000000000000000000e+00
2.871045210787662727e-01,2.871363617249064748e-01,3.028996789566677506e-01,2.893162611170818632e-01,4.808137079865283381e-01,4.655731235877804131e-01,4.508375109639825018e-01,4.508375109639825018e-01,4.508375109639825018e-01,2.870747916527354726e-01,2.874433288202054015e-01,2.863641291122259180e-01,2.868178690912550066e-01,2.868178690912550066e-01,2.868178690912550066e-01,2.876599443120455568e-01,2.869888132909319545e-01,2.881450653518849436e-01,2.958969054740978599e-01,2.863516341360680117e-01,2.862921752840064671e-01,1.477623565835253783e-01,4.419895454678107738e-01,4.112211621695093244e-01,3.991774916246318416e-01,4.233344168057486812e-01,4.374206856254806985e-01,3.148247764864195997e-01,3.062217915141705049e-01,3.062217915141705049e-01,3.896146698718147561e-01,4.428561007884416201e-01,4.012989051930614393e-01,3.927158080578636024e-01,3.927158080578636024e-01,3.927158080578636024e-01,4.090232527772166837e-01,4.444905154800977698e-01,4.272717740901416650e-01,4.463790449541092387e-01,4.253969998614350323e-01,3.927158080578636024e-01,3.242247685930415568e-01,0.000000000000000000e+00
2.871045210787662727e-01,2.871363617249064748e-01,3.028996789566677506e-01,2.893162611170818632e-01,4.655731235877804131e-01,4.924233588322763921e-01,4.165809970887567326e-01,4.165809970887567326e-01,4.165809970887567326e-01,2.870747916527354726e-01,2.874433288202054015e-01,2.863641291122259180e-01,2.868178690912550066e-01,2.868178690912550066e-01,2.868178690912550066e-01,2.876599443120455568e-01,2.869888132909319545e-01,2.881450653518849436e-01,2.958969054740978599e-01,2.863516341360680117e-01,2.862921752840064671e-01,1.477623565835253783e-01,4.849468929044390975e-01,4.541785096061376481e-01,4.390124091485974600e-01,4.662917642423770048e-01,4.165809970887567326e-01,3.137125728069334873e-01,3.062217915141705049e-01,3.062217915141705049e-01,3.855652132625296269e-01,4.201231504850118648e-01,3.923126260556387690e-01,3.882798330050745150e-01,3.882798330050745150e-01,3.882798330050745150e-01,3.949620816251120936e-01,4.111782663418777073e-01,4.028506376114522891e-01,4.121225310788834695e-01,4.012902700155730473e-01,3.882798330050745150e-01,3.220003612340693322e-01,0.000000000000000000e+00
2.871045210787662727e-01,2.871363617249064748e-01,3.028996789566677506e-01,2.893162611170818632e-01,4.508375109639825018e-01,4.165809970887567326e-01,7.522669872216894982e-01,7.410980404085805162e-01,7.549203923525920068e-01,2.870747916527354726e-01,2.874433288202054015e-01,2.863641291122259180e-01,2.868178690912550066e-01,2.868178690912550066e-01,2.868178690912550066e-01,2.876599443120455568e-01,2.869888132909319545e-01,2.881450653518849436e-01,2.958969054740978599e-01,2.863516341360680117e-01,2.862921752840064671e-01,1.477623565835253783e-01,4.116525476308490750e-01,3.995392929946097182e-01,3.874956224497322910e-01,4.116525476308490750e-01,5.871912038987082694e-01,3.148247764864195997e-01,3.062217915141705049e-01,3.062217915141705049e-01,3.862733552647452662e-01,4.512466711660070295e-01,4.391340700026586941e-01,3.904236693108908418e-01,3.904236693108908418e-01,3.904236693108908418e-01,4.992002784397721049e-01,4.954611783675942349e-01,4.909860093033858175e-01,4.975288599480346963e-01,4.426375464209907351e-01,3.904236693108908418e-01,3.242247685930415568e-01,0.000000000000000000e+00
2.871045210787662727e-01,2.871363617249064748e-01,3.028996789566677506e-01,2.893162611170818632e-01,4.508375109639825018e-01,4.165809970887567326e-01,7.410980404085805162e-01,7.692024947900257814e-01,7.044780443449288887e-01,2.870747916527354726e-01,2.874433288202054015e-01,2.863641291122259180e-01,2.868178690912550066e-01,2.868178690912550066e-01,2.868178690912550066e-01,2.876599443120455568e-01,2.869888132909319545e-01,2.881450653518849436e-01,2.958969054740978599e-01,2.863516341360680117e-01,2.862921752840064671e-01,1.477623565835253783e-01,4.116525476308490750e-01,3.995392929946097182e-01,3.874956224497322910e-01,4.116525476308490750e-01,6.012434310894309020e-01,3.148247764864195997e-01,3.062217915141705049e-01,3.062217915141705049e-01,3.862733552647452662e-01,4.512466711660070295e-01,4.139128959988271350e-01,3.904236693108908418e-01,3.904236693108908418e-01,3.904236693108908418e-01,4.487579304321089868e-01,5.197905988488765727e-01,5.153154297846681553e-01,5.218582804293170341e-01,4.426375464209907351e-01,3.904236693108908418e-01,3.242247685930415568e-01,0.000000000000000000e+00
2.871045210787662727e-01,2.871363617249064748e-01,3.028996789566677506e-01,2.893162611170818632e-01,4.508375109639825018e-01,4.165809970887567326e-01,7.549203923525920068e-01,7.044780443449288887e-01,8.085124222467793276e-01,2.870747916527354726e-01,2.874433288202054015e-01,2.863641291122259180e-01,2.868178690912550066e-01,2.868178690912550066e-01,2.868178690912550066e-01,2.876599443120455568e-01,2.869888132909319545e-01,2.881450653518849436e-01,2.958969054740978599e-01,2.863516341360680117e-01,2.862921752840064671e-01,1.477623565835253783e-01,4.116525476308490750e-01,3.995392929946097182e-01,3.874956224497322910e-01,4.116525476308490750e-01,5.688812058668825111e-01,3.148247764864195997e-01,3.062217915141705049e-01,3.062217915141705049e-01,3.862733552647452662e-01,4.512466711660070295e-01,4.643552440064902531e-01,3.935733511974151000e-01,3.935733511974151000e-01,3.935733511974151000e-01,5.496426264474352230e-01,4.742814397728361553e-01,4.698062707086277379e-01,4.763491213532765611e-01,4.457872283075149933e-01,3.935733511974151000e-01,3.242247685930415568e-01,0.000000000000000000e+00
4.446738397596000647e-01,3.125840610292551225e-01,2.870747916527354726e-01,3.127455047384396503e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,4.458626290257089453e-01,3.008797583454376756e-01,3.101424996018841695e-01,2.886697538162242282e-01,2.886697538162242282e-01,2.886697538162242282e-01,2.870747916527354726e-01,2.867259663873076847e-01,3.640970705111898353e-01,2.870238064051947591e-01,3.101300046257263188e-01,2.862921752840064671e-01,1.477623565835253783e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.894523701849532338e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.870747916527354726e-01,2.894523701849532338e-01,0.000000000000000000e+00
