4.215878559409712290e-03,4.237110809018254827e-03,4.948168232283518542e-01,1.208996602655434405e-01,9.763433044285488305e-02,4.660070042627177389e-01,4.587897574643204357e-01,1.023643217708656294e-01,5.695700198666159286e-02,1.524665227427857150e-01,1.527628357103298362e-01,5.138665975910813692e-03,4.471604081687665863e-03,1.955142626252033555e-01,1.620971224229562080e-01,1.538005542171032580e-01,3.127473441686734468e-02,6.949399918160448220e-02,8.403302827206353409e-02,2.462472768101308385e-01,6.631077723757601572e-03,9.779435698501317067e-03,4.364692165921476574e-01,3.763325005983494398e-01,1.432420488148496707e-01,1.481394518153173467e-01,3.098889910293438077e-01,1.513192889079589265e-01,1.592077312221215069e-01,2.003043504510191308e-01,3.292394940521083946e-01,3.462575729126221580e-01,3.440156627535938538e-01,3.301918527611802379e-01,4.000829796317491027e-01,4.587897574643204357e-01,4.275936592994453167e-02,2.624229943745206017e-01
4.237110809018254827e-03,2.123224960854183272e-05,4.990539340373701394e-01,1.251367710745616979e-01,1.018714412518731405e-01,4.702441150717359686e-01,4.630268682733387209e-01,9.902047324284210528e-02,5.271989117764334237e-02,1.482294119337674576e-01,1.485257249013115788e-01,9.015551668925590820e-04,2.344932726694114698e-04,1.923949528296342304e-01,1.582679990344352527e-01,1.495846756576935666e-01,2.703762360784909072e-02,7.373110999062273963e-02,8.827013908108177764e-02,2.504843876191490959e-01,1.086818853277585553e-02,1.401654650751957276e-02,4.407063274011658871e-01,3.805696114073676695e-01,1.398982002868261465e-01,1.447956032872938226e-01,3.132116073077587659e-01,1.555563997169771839e-01,1.634448420311397643e-01,2.045414612600373883e-01,3.334766048611266243e-01,3.504946837216404432e-01,3.482527735626120835e-01,3.344289635701984675e-01,4.043200904407673879e-01,4.630268682733387209e-01,4.699647673896278910e-02,2.629067204090804188e-01
4.948168232283518542e-01,4.990539340373701394e-01,0.000000000000000000e+00,6.059987290190755882e-01,5.827333991963870030e-01,5.022171340725889443e-01,9.438888262178526389e-01,5.962878827182227504e-01,5.517738252150135025e-01,6.472833459711375692e-01,6.475796589386817459e-01,4.999554892042626930e-01,4.992884273100395287e-01,6.892345170897146156e-01,6.565484227300278919e-01,6.486173774454551122e-01,5.260915576452191988e-01,5.545930679351366299e-01,5.691320970255957512e-01,7.313463455636630695e-01,4.919410227186917228e-01,4.948785044520335186e-01,9.215682853456798052e-01,8.614315693518815875e-01,6.371656097622068193e-01,6.420630127626745232e-01,7.960921983052726691e-01,6.364183576614911297e-01,6.443067999756536546e-01,6.854034192045512786e-01,8.143385628056405423e-01,8.313566416661543057e-01,8.291147315071260016e-01,8.152909215147123856e-01,8.851820483852812504e-01,9.438888262178526389e-01,5.278584346834767071e-01,7.520868583226961723e-01
1.208996602655434405e-01,1.251367710745616979e-01,6.059987290190755882e-01,2.040993073547835851e-02,2.326532982268855743e-02,4.862151516984743460e-01,3.943764663714707241e-01,2.111321515524743897e-01,1.778566622522050333e-01,2.733661830083291555e-01,2.736624959758732767e-01,1.260383262414542516e-01,1.253712643472311150e-01,2.908319546218207097e-01,2.744694599321909623e-01,2.747002144826466985e-01,1.521743946824107852e-01,5.140566108393895828e-02,3.686663199347991332e-02,2.138496948741102910e-01,1.142685825417858320e-01,1.111202245670421251e-01,3.694245728025221664e-01,3.493972687449530823e-01,2.522492183608863181e-01,2.487874539190947920e-01,2.263662906466032410e-01,4.357608441253165571e-02,5.901523780088790277e-02,1.393386689668885958e-01,2.383386023160876388e-01,2.553566811766014300e-01,2.531147710175731258e-01,2.363375551046112966e-01,3.466889311933769591e-01,3.943764663714707241e-01,7.814029433559890880e-02,2.879672010362322454e-01
9.763433044285488305e-02,1.018714412518731405e-01,5.827333991963871140e-01,2.326532982268855743e-02,2.855399087210202386e-03,4.738291958038264307e-01,3.929551826598125519e-01,1.881061614942137195e-01,1.545913324295164759e-01,2.501008531856405703e-01,2.503971661531847470e-01,1.027729964187656941e-01,1.021059345245425437e-01,2.675666247991321800e-01,2.512041301095024326e-01,2.514348846599581688e-01,1.289090648597222277e-01,2.814033126125039738e-02,1.360130217079135242e-02,1.938737944005572700e-01,9.100325271909727454e-02,8.785489474435356771e-02,3.697217165972249142e-01,3.286193738923458563e-01,2.289838885381977884e-01,2.255221240964062346e-01,2.324581923158088592e-01,6.443660041035476072e-02,7.758233235584979792e-02,1.374875552861624106e-01,2.437574570583906086e-01,2.607755359189043998e-01,2.585336257598760956e-01,2.418843572293379041e-01,3.415335178959452156e-01,3.929551826598125519e-01,5.487496451291035138e-02,2.736423817529349267e-01
4.660070042627177389e-01,4.702441150717359686e-01,5.022171340725889443e-01,4.862151516984743460e-01,4.738291958038264307e-01,4.522500946613009498e-01,4.783596244997677105e-01,5.593665135749670281e-01,5.229640062493793318e-01,6.184735270055035095e-01,6.187698399730475751e-01,4.711456702386285778e-01,4.704786083444054134e-01,6.480529227053184460e-01,6.236146786248064622e-01,6.198075584798210524e-01,4.972817386795850836e-01,4.588557518092389875e-01,4.659548160086074420e-01,5.420876678150339245e-01,4.598368202123467308e-01,4.579262100756522624e-01,8.157853252168290048e-01,6.496965552531549504e-01,6.004835803833789010e-01,6.016728068896537440e-01,6.832851074067708419e-01,4.949188559834151180e-01,4.889202582555448595e-01,5.071390823741741549e-01,7.065711155942955290e-01,7.235891944548092924e-01,7.213472842957809883e-01,7.065390056631846161e-01,6.569372592426153679e-01,4.783596244997677105e-01,4.561045958876189244e-01,6.787798958536617189e-01
4.587897574643204357e-01,4.630268682733387209e-01,9.438888262178526389e-01,3.943764663714707241e-01,3.929551826598125519e-01,4.783596244997677105e-01,0.000000000000000000e+00,5.487829089868235810e-01,5.157467594509820286e-01,6.112562802071062062e-01,6.115525931746502719e-01,4.639284234402312745e-01,4.632613615460081102e-01,6.346497881975401434e-01,6.143354692566154185e-01,6.125903116814237492e-01,4.900644918811877804e-01,3.930322649573044225e-01,3.908930234951150662e-01,3.888298181036253243e-01,4.521586797405628411e-01,4.490103217658191204e-01,7.503047750960113449e-01,5.093809925332024591e-01,5.901393155596633688e-01,5.866775511178717872e-01,5.954103907675531993e-01,3.883504154474278214e-01,3.755362450809647257e-01,3.709625723442748768e-01,6.287174976569135376e-01,6.457355765174273010e-01,6.434936663583989969e-01,6.267164504454372231e-01,4.988264438170776360e-01,0.000000000000000000e+00,4.160303915343759318e-01,6.341267876297672634e-01
1.023643217708656294e-01,9.902047324284210528e-02,5.962878827182227504e-01,2.111321515524743897e-01,1.881061614942137195e-01,5.593665135749670281e-01,5.487829089868234700e-01,3.551884571398116613e-02,5.332771817259628067e-02,1.836251413713953229e-01,1.839214543389394441e-01,9.817959922990322774e-02,9.878597997017268817e-02,2.775953548022763728e-01,2.256238234948935162e-01,1.954964306126698026e-01,7.555709884264545650e-02,1.655881299293052444e-01,1.773160091715933195e-01,3.423414075578316007e-01,1.057295410196907870e-01,1.065053028004968039e-01,5.206862730798399452e-01,4.544485778608440829e-01,4.642885254707297682e-02,6.328670485148288338e-02,4.122108483009923052e-01,2.474134196556596887e-01,2.553018619698222413e-01,2.904599440687156697e-01,4.253336247998091291e-01,4.423517036603228925e-01,4.401097935012945883e-01,4.262859835088809723e-01,4.968088467337445913e-01,5.487829089868234700e-01,1.391693648547926432e-01,3.410952796483184835e-01
5.695700198666159286e-02,5.271989117764334237e-02,5.517738252150135025e-01,1.778566622522050333e-01,1.545913324295164759e-01,5.229640062493793318e-01,5.157467594509820286e-01,5.332771817259628067e-02,0.000000000000000000e+00,1.337465252192660548e-01,1.340428381868102037e-01,5.181833601075078177e-02,5.248539790497393220e-02,2.312947727370776030e-01,1.740206563325307765e-01,1.456178144605405345e-01,2.568226756979425165e-02,1.264510011682660751e-01,1.409900302587251131e-01,3.032042787967924036e-01,6.358807971041920137e-02,6.673643768516290820e-02,4.934262185788092503e-01,4.332895025850110327e-01,9.420544521658033577e-02,1.000094345039564958e-01,3.657889039278862109e-01,2.082762908946205194e-01,2.161647332087831275e-01,2.572613524376807237e-01,3.861964960387699874e-01,4.032145748992837508e-01,4.009726647402554467e-01,3.871488547478418307e-01,4.570399816184106956e-01,5.157467594509820286e-01,9.971636791660612453e-02,3.138352251472877330e-01
1.524665227427857150e-01,1.482294119337674576e-01,6.472833459711375692e-01,2.733661830083291555e-01,2.501008531856405703e-01,6.184735270055033984e-01,6.112562802071060952e-01,1.836251413713953229e-01,1.337465252192660548e-01,0.000000000000000000e+00,2.839690299637506396e-03,1.477099449456999170e-01,1.479949186610980405e-01,3.392584849146713100e-01,2.968659086609956588e-01,1.515247801585181409e-01,1.406923787363143497e-01,2.219605219243901972e-01,2.364995510148492353e-01,3.987137995529165257e-01,1.590976004665433097e-01,1.622459584412870304e-01,5.889357393349333725e-01,5.287990233411351548e-01,2.219594910832859980e-01,2.337559597232225506e-01,4.612984246840102776e-01,3.037858116507446415e-01,3.116742539649072219e-01,3.527708731938048459e-01,4.817060167948940541e-01,4.987240956554078730e-01,4.964821854963795689e-01,4.826583755039658974e-01,5.525495023745348178e-01,6.112562802071060952e-01,1.952258886727302467e-01,4.097518204397471719e-01
1.527628357103298362e-01,1.485257249013115788e-01,6.475796589386817459e-01,2.736624959758732767e-01,2.503971661531847470e-01,6.187698399730475751e-01,6.115525931746502719e-01,1.839214543389394441e-01,1.340428381868102037e-01,2.839690299637506396e-03,2.839690299637507697e-03,1.480062579132440381e-01,1.482912316286421617e-01,3.395547978822154311e-01,2.955942199949490035e-01,1.486850898588806258e-01,1.409886917038584986e-01,2.222568348919343184e-01,2.367958639823933564e-01,3.990101125204606469e-01,1.593939134340874308e-01,1.625422714088311515e-01,5.892320523024774381e-01,5.290953363086792205e-01,2.235274927168768300e-01,2.340522726907666995e-01,4.615947376515544542e-01,3.040821246182887627e-01,3.119705669324513431e-01,3.530671861613489670e-01,4.820023297624382308e-01,4.990204086229519942e-01,4.967784984639236900e-01,4.829546884715100741e-01,5.528458153420789944e-01,6.115525931746502719e-01,1.955222016402743679e-01,4.100481334072913486e-01
5.138665975910813692e-03,9.015551668925590820e-04,4.999554892042626930e-01,1.260383262414542516e-01,1.027729964187656941e-01,4.711456702386285222e-01,4.639284234402312745e-01,9.817959922990322774e-02,5.181833601075078177e-02,1.477099449456999170e-01,1.480062579132440381e-01,4.538008711622780835e-04,6.670618942231477206e-04,1.919169656567439597e-01,1.579101535715279891e-01,1.491278130345949637e-01,2.613606844095653012e-02,7.463266515751529329e-02,8.917169424797434518e-02,2.513859427860416496e-01,1.176974369966841613e-02,1.491810167441213163e-02,4.416078825680584408e-01,3.814711665742602231e-01,1.390573262738872828e-01,1.448077733665984190e-01,3.140312490710890914e-01,1.564579548838697654e-01,1.643463971980323457e-01,2.054430164269299697e-01,3.343781600280191779e-01,3.513962388885329968e-01,3.491543287295046372e-01,3.353305187370910212e-01,4.052216456076599416e-01,4.639284234402312745e-01,4.789803190585534276e-02,2.624915991578571917e-01
4.471604081687665863e-03,2.344932726694114698e-04,4.992884273100395287e-01,1.253712643472311150e-01,1.021059345245425437e-01,4.704786083444054134e-01,4.632613615460081102e-01,9.878597997017268817e-02,5.248539790497393220e-02,1.479949186610980405e-01,1.482912316286421617e-01,6.670618942231477206e-04,2.132610230608696913e-04,1.921816918065733515e-01,1.580759702609829120e-01,1.493714146346326876e-01,2.680313033517967708e-02,7.396560326329214285e-02,8.850463235375119475e-02,2.507188808918184852e-01,1.110268180544526744e-02,1.425103978018898293e-02,4.409408206738353320e-01,3.808041046800370588e-01,1.396637070141567571e-01,1.449876320607461355e-01,3.134248683308196171e-01,1.557908929896466010e-01,1.636793353038091814e-01,2.047759545327068054e-01,3.337110981337960691e-01,3.507291769943098325e-01,3.484872668352815284e-01,3.346634568428679124e-01,4.045545837134367773e-01,4.632613615460081102e-01,4.723097001163219927e-02,2.626722271364110295e-01
1.955142626252033555e-01,1.923949528296342304e-01,6.892345170897146156e-01,2.908319546218207097e-01,2.675666247991321800e-01,6.480529227053184460e-01,6.346497881975401434e-01,2.775953548022763728e-01,2.312947727370776307e-01,3.392584849146713100e-01,3.395547978822154311e-01,1.919169656567439597e-01,1.921816918065733515e-01,1.422288704806310422e-01,2.059062384677856905e-01,2.834254074453314010e-01,2.115801366335265110e-01,2.416175232402357764e-01,2.539653226283408172e-01,4.191434393548793547e-01,2.010487715851203838e-01,2.018665670658760514e-01,6.079467879206593706e-01,5.506472543593347035e-01,3.184730818462604418e-01,3.211160968946327188e-01,4.756081300930089517e-01,3.242154514527074705e-01,3.350677619553412701e-01,3.761643811842388940e-01,4.991717884083856638e-01,5.161898672688994827e-01,5.139479571098711785e-01,5.001241471174574516e-01,5.722487322757129347e-01,6.346497881975401434e-01,2.186193966631642671e-01,3.582230328223295346e-01
1.620971224229562080e-01,1.582679990344352527e-01,6.565484227300278919e-01,2.744694599321909623e-01,2.512041301095024326e-01,6.236146786248064622e-01,6.143354692566154185e-01,2.256238234948935162e-01,1.740206563325307487e-01,2.968659086609956588e-01,2.955942199949490035e-01,1.579101535715279891e-01,1.580759702609829120e-01,2.059062384677856905e-01,4.296853435996490778e-02,1.614239216391723519e-01,1.659891271188323469e-01,2.237942087490366883e-01,2.376028279387110420e-01,4.008050325396020908e-01,1.683626772254336323e-01,1.707341810355146594e-01,5.905541085828732717e-01,5.313631200665662746e-01,2.623223360742629184e-01,2.593764845265826846e-01,4.624441661070892162e-01,3.058770446374302066e-01,3.147534430144165452e-01,3.558500622433141691e-01,4.828092937187559164e-01,4.998273725792696798e-01,4.975854624202413756e-01,4.837616524278277597e-01,5.543972653942921269e-01,6.143354692566154185e-01,1.983050777222395422e-01,4.056232351461797614e-01
