3.370322580645169347e-04,4.742016129032259643e-03,5.139668064516128565e-01,2.516336935483871051e-01,2.323090967741935353e-01,3.902946236559139970e-01,1.146926451612903242e-01,1.112001290322580660e-01,1.299800967741935598e-01,4.753333870967741959e-01,4.753333870967741959e-01,1.012016129032258273e-02,9.623290322580647579e-03,1.635200322580645238e-01,3.036108064516128413e-02,1.703801290322580764e-01,3.074519354838709667e-02,6.570109677419354310e-02,4.518303870967741998e-01,4.518303870967741998e-01,4.518303870967741998e-01,4.518303870967741998e-01,1.212988709677419313e-01,1.787324032258064410e-01,1.176520967741935403e-01,3.334313548387096704e-01,3.334313548387096704e-01,3.334313548387096704e-01,2.786024516129032569e-01,3.700453212365591438e-01,7.466300000000000714e-02,2.597454193548386914e-01,2.602208709677419352e-01,2.696055161290322744e-01,2.657690645161290277e-01
4.742016129032259643e-03,4.404983870967742708e-03,5.187088225806452124e-01,2.562650806451612917e-01,2.368298548387096636e-01,3.950366397849462419e-01,1.194346612903225691e-01,1.159421451612903248e-01,1.341486075268817080e-01,4.800754032258064408e-01,4.800754032258064408e-01,5.378145161290320483e-03,4.881274193548387069e-03,1.587780161290322511e-01,2.561906451612902536e-02,1.657487419354838620e-01,3.548720967741935545e-02,7.044311290322580188e-02,4.565724032258064446e-01,4.565724032258064446e-01,4.565724032258064446e-01,4.565724032258064446e-01,1.258731290322580576e-01,1.823423790322580562e-01,1.223941129032257991e-01,3.374993064516129126e-01,3.374993064516129126e-01,3.374993064516129126e-01,2.785807258064516012e-01,3.723964946236559270e-01,7.940501612903226591e-02,2.597671451612903470e-01,2.602425967741935353e-01,2.699642741935484036e-01,2.657907903225806279e-01
5.139668064516128565e-01,5.187088225806452124e-01,0.000000000000000000e+00,7.649264354838709590e-01,7.456018387096774447e-01,9.035873655913978508e-01,6.279853870967742058e-01,6.244928709677419754e-01,6.432728387096774414e-01,9.886261290322581052e-01,9.886261290322581052e-01,5.240869677419355277e-01,5.235900967741935474e-01,6.774868387096774081e-01,5.443278870967741545e-01,6.843469354838709329e-01,5.440379354838709158e-01,5.789938387096774663e-01,9.651231290322580536e-01,9.651231290322580536e-01,9.651231290322580536e-01,9.651231290322580536e-01,6.345916129032257436e-01,6.920251451612903226e-01,6.309448387096774358e-01,8.473981612903226379e-01,8.473981612903226379e-01,8.473981612903226379e-01,7.918951935483871107e-01,7.381822486559139751e-01,5.879557419354838332e-01,7.737122258064516034e-01,7.741876774193547917e-01,7.832352903225806573e-01,7.797358709677418842e-01
2.516336935483871051e-01,2.562650806451612917e-01,7.649264354838709590e-01,7.486758064516124689e-03,2.449588709677420761e-02,1.820246505376343638e-01,2.291127580645161144e-01,2.326052741935483725e-01,2.549555215053763146e-01,4.458557580645161056e-01,4.458557580645161611e-01,2.615325967741935487e-01,2.610357258064516239e-01,4.149324677419354845e-01,2.817735161290322865e-01,4.170020806451613105e-01,2.219106451612903042e-01,1.879768870967741812e-01,4.044859838709677358e-01,4.044859838709677358e-01,4.044859838709677358e-01,4.044859838709677358e-01,2.190825645161290358e-01,1.574219354838709561e-01,2.196213064516129299e-01,3.822554032258064782e-01,3.822554032258064227e-01,3.822554032258064782e-01,4.266691451612903418e-01,4.613880887096774019e-01,1.963479838709677461e-01,4.636052741935483557e-01,4.640807258064515994e-01,4.638881451612903439e-01,4.696289193548386920e-01
2.323090967741935353e-01,2.368298548387096636e-01,7.456018387096774447e-01,2.449588709677420761e-02,-2.081668171172168513e-17,2.065205376344086130e-01,2.118324516129032331e-01,2.153249677419354635e-01,2.376752150537634334e-01,4.363333870967742167e-01,4.363333870967742167e-01,2.419867419354838622e-01,2.414898709677419375e-01,3.953866129032257981e-01,2.622276612903226001e-01,4.024679677419354951e-01,2.036081935483870786e-01,1.706965806451612722e-01,3.872056774193548545e-01,3.872056774193548545e-01,3.872056774193548545e-01,3.872056774193548545e-01,2.018022580645161268e-01,1.365338387096774464e-01,2.023409999999999931e-01,3.649750967741935415e-01,3.649750967741935415e-01,3.649750967741935415e-01,4.093888387096774051e-01,4.464782782258064353e-01,1.790676774193548371e-01,4.440594193548387247e-01,4.445348709677419130e-01,4.443422903225806575e-01,4.500830645161290056e-01
3.902946236559139970e-01,3.950366397849462419e-01,9.035873655913978508e-01,1.820246505376343638e-01,2.065205376344085852e-01,6.703551254480288879e-02,3.589110537634408460e-01,3.624035698924731319e-01,3.847538172043010740e-01,5.678961182795698726e-01,5.678961182795698726e-01,4.004147849462365572e-01,3.999179139784946324e-01,5.538146559139784930e-01,4.206557043010752395e-01,5.508725268817203924e-01,3.595494301075268795e-01,3.245935268817204400e-01,5.417287526881719995e-01,5.417287526881719995e-01,5.417287526881719995e-01,5.417287526881719995e-01,3.678261505376343998e-01,3.160068978494623426e-01,3.683648924731182661e-01,5.390974838709677863e-01,5.390974838709677863e-01,5.390974838709677863e-01,5.771917849462365746e-01,5.764221097670251259e-01,3.328026451612903225e-01,6.021635053763441103e-01,6.026389569892472986e-01,6.024463763440860431e-01,6.081871505376343912e-01
1.146926451612903242e-01,1.194346612903225691e-01,6.279853870967742058e-01,2.291127580645161144e-01,2.118324516129032331e-01,3.589110537634408460e-01,-2.168404344971008868e-19,3.492516129032257298e-03,2.968652688172042364e-02,3.891137096774193171e-01,3.891137096774193727e-01,1.248128064516129121e-01,1.243159354838709596e-01,2.782126774193548480e-01,1.450537258064515944e-01,2.830284838709677397e-01,8.394745161290322055e-02,4.899154838709677412e-02,4.060881935483870997e-01,4.060881935483870997e-01,4.060881935483870997e-01,4.060881935483870997e-01,6.530732258064517182e-02,1.361318225806451565e-01,5.842087096774193494e-02,2.948861290322580819e-01,2.948861290322580819e-01,2.948861290322580819e-01,2.770486451612902967e-01,3.696929368279570083e-01,4.002964516129032396e-02,2.677936129032257861e-01,2.682690645161290299e-01,2.680764838709677189e-01,2.738172580645161225e-01
1.112001290322580660e-01,1.159421451612903248e-01,6.244928709677419754e-01,2.326052741935483725e-01,2.153249677419354635e-01,3.624035698924731319e-01,3.492516129032257298e-03,-3.252606517456513302e-19,3.317904301075268181e-02,3.856211935483870867e-01,3.856211935483870867e-01,1.213202903225806539e-01,1.208234193548387014e-01,2.747201612903225620e-01,1.415612096774193640e-01,2.795359677419355093e-01,8.045493548387097626e-02,4.549903225806452289e-02,4.095807096774193301e-01,4.095807096774193301e-01,4.095807096774193301e-01,4.095807096774193301e-01,6.879983870967740223e-02,1.396243387096774147e-01,6.191338709677420005e-02,2.913936129032257960e-01,2.913936129032257960e-01,2.913936129032257960e-01,2.805411612903225826e-01,3.696929368279570083e-01,3.653712903225806580e-02,2.643010967741935557e-01,2.647765483870967995e-01,2.680764838709677189e-01,2.703247419354838921e-01
1.299800967741935598e-01,1.341486075268817080e-01,6.432728387096774414e-01,2.549555215053763146e-01,2.376752150537634334e-01,3.847538172043010740e-01,2.968652688172042364e-02,3.317904301075268181e-02,3.738132616487455095e-02,4.098722473118279752e-01,4.098722473118279752e-01,1.389532473118279543e-01,1.384563763440860296e-01,2.692373763440860102e-01,1.591941666666666644e-01,2.971689247311827820e-01,1.045125591397849385e-01,7.483431182795698133e-02,4.201477204301075075e-01,4.201477204301075075e-01,4.201477204301075075e-01,4.201477204301075075e-01,7.495472043010750762e-02,1.535408548387096617e-01,6.739617204301073805e-02,3.038614301075268642e-01,3.038614301075268642e-01,3.038614301075268642e-01,3.067351720430107620e-01,3.875543104838709563e-01,6.779429032258063592e-02,2.819340537634408839e-01,2.824095053763440721e-01,2.822169247311828166e-01,2.879576989247311647e-01
4.753333870967741959e-01,4.800754032258064408e-01,9.886261290322581052e-01,4.458557580645161056e-01,4.363333870967742167e-01,5.678961182795698726e-01,3.891137096774193171e-01,3.856211935483870867e-01,4.098722473118279752e-01,0.000000000000000000e+00,-4.163336342344337027e-17,4.854535483870967560e-01,4.849566774193548313e-01,6.388534193548387474e-01,5.056944677419354939e-01,6.359112903225806468e-01,4.445881935483870784e-01,4.096322903225806389e-01,7.952019032258064168e-01,7.952019032258064168e-01,7.952019032258064168e-01,7.952019032258064168e-01,4.455967741935483728e-01,4.378549193548387231e-01,4.373661290322580775e-01,6.668463548387096873e-01,6.668463548387096873e-01,6.668463548387096873e-01,6.661623548387096694e-01,6.114947405913978562e-01,4.114143548387096949e-01,6.284343548387096856e-01,6.289098064516128739e-01,6.322097419354838488e-01,6.344579999999999664e-01
